step,option,cumulative_reward,average_cumulative_reward,waiting_time,speed,lane_density
5.0,1,0.0,0.0,0.0,13.260627507772018,0.0
10.0,1,0.0,0.0,0.0,13.846603720097495,1.0504880510270596
15.0,1,0.0,0.0,0.0,12.689901868753932,0.050488051027059555
20.0,1,0.0,0.0,0.0,13.512977283328128,1.2524402514100075
25.0,1,0.0,0.0,0.0,12.637330996210455,0.20195220410823822
30.0,1,-0.05,-0.0025000000000000005,0.4166666666666667,9.272873796813144,1.100976102054119
35.0,1,-0.07,-0.005875000000000001,0.21428571428571427,9.48931401323485,0.15146415308117867
40.0,1,-0.09,-0.01008125,0.6,10.568546311445038,1.2019522041082382
45.0,1,0.0,-0.009577187499999999,0.0,10.050905422115862,0.15146415308117867
50.0,1,-0.06,-0.012098328124999998,0.46153846153846156,9.62065236638362,1.1514641530811787
55.0,1,-0.020000000000000004,-0.012493411718749998,0.18181818181818182,9.087391306743648,0.20195220038294792
60.0,1,-0.07,-0.015368741132812499,0.875,9.98260046639837,1.201952200382948
65.0,1,0.0,-0.014600304076171874,0.0,11.683148058654814,0.15146415308117867
70.0,1,0.0,-0.01387028887236328,0.0,12.092675322041183,1.1514641530811787
75.0,1,0.0,-0.013176774428745116,0.0,11.233713967018828,0.20195220410823822
80.0,1,-0.05,-0.015017935707307861,0.38461538461538464,10.444574563592726,1.2019522041082382
85.0,1,-0.010000000000000002,-0.014767038921942468,0.0,9.97561332415219,0.10097610205411911
90.0,1,-0.09,-0.018528686975845345,0.5625,9.306834042721853,1.0
95.0,1,-0.1,-0.022602252627053076,0.0,8.499566427406906,0.10097610205411911
100.0,1,0.0,-0.021472139995700423,0.0,8.468032909759232,1.1514641530811787
105.0,1,-0.06,-0.0233985329959154,0.3157894736842105,7.329039603390973,0.15146415308117867
110.0,1,-0.35,-0.039728606346119626,1.6666666666666667,7.367566858432595,1.2524402514100075
115.0,1,-0.48,-0.06174217602881364,0.8888888888888888,5.885542524964477,0.30292829871177673
120.0,1,-0.26,-0.07165506722737296,0.47368421052631576,7.4287442766658085,1.3029282987117767
125.0,1,-0.35,-0.08557231386600431,0.5,6.688992554832,0.2524402514100075
130.0,1,-0.51,-0.1067936981727041,1.8888888888888888,7.895098592215788,1.0504880510270596
135.0,1,-0.35,-0.11895401326406889,0.2222222222222222,6.944308545516126,0.050488051027059555
140.0,1,-0.030000000000000027,-0.11450631260086544,0.15789473684210525,10.875847160157988,1.1514641530811787
145.0,1,-0.01000000000000003,-0.10928099697082216,0.058823529411764705,11.043351870636442,0.15146415308117867
150.0,1,-0.13000000000000003,-0.11031694712228106,0.8125,9.683960227978801,1.100976102054119
155.0,1,-0.10000000000000003,-0.109801099766167,0.0,8.063699007772353,0.2524402514100075
160.0,1,-0.09000000000000002,-0.10881104477785865,0.6,9.677569295432226,1.3029282987117767
165.0,1,-0.08000000000000003,-0.10737049253896572,0.47058823529411764,8.798104206655946,0.20195220410823822
170.0,1,-0.18000000000000002,-0.11100196791201744,1.125,10.508482633537227,1.100976102054119
175.0,1,-0.030000000000000027,-0.10695186951641657,0.05555555555555555,9.473330061501487,0.2524402514100075
180.0,1,-0.060000000000000026,-0.10460427604059573,0.35294117647058826,11.028457237698838,1.2524402514100075
185.0,1,-0.01000000000000003,-0.09987406223856594,0.045454545454545456,9.216061444677969,0.2524402514100075
190.0,1,-0.17000000000000004,-0.10338035912663765,0.85,8.388311747264186,1.1514641530811787
195.0,1,-0.23000000000000004,-0.10971134117030576,0.19047619047619047,7.0614531144154675,0.2524402514100075
200.0,1,-0.11000000000000003,-0.10972577411179048,0.2857142857142857,9.7017072788979,1.3534163534641266
205.0,1,-0.09000000000000002,-0.10873948540620096,0.14285714285714285,8.904941692666549,0.2524402514100075
210.0,1,-0.26,-0.11630251113589091,1.05,8.788999188432856,1.100976102054119
215.0,1,-0.26,-0.12348738557909636,0.047619047619047616,8.96274757130283,0.10097610205411911
220.0,1,-0.010000000000000009,-0.11781301630014154,0.0,10.820295630523274,1.100976102054119
225.0,1,-0.010000000000000009,-0.11242236548513446,0.05263157894736842,10.97869411103477,0.0
230.0,1,-0.16,-0.11480124721087773,0.9411764705882353,8.985952803678327,1.100976102054119
235.0,1,-0.17,-0.11756118485033384,0.07142857142857142,6.0280837775804645,0.15146415308117867
240.0,1,-0.01999999999999999,-0.11268312560781715,0.0,9.544101687906771,1.2524402514100075
245.0,1,-0.06999999999999999,-0.11054896932742629,0.23809523809523808,10.844872881839876,0.20195220410823822
250.0,1,-0.2,-0.11502152086105497,0.8181818181818182,10.46283367305111,1.2524402514100075
255.0,1,-0.16,-0.11727044481800222,0.05,6.777947111814657,0.30292829871177673
260.0,1,-0.15,-0.11890692257710211,0.7368421052631579,7.9355712879617935,1.4039044082164764
265.0,1,-0.17,-0.12146157644824701,0.047619047619047616,8.70026500874845,0.40390440821647644
270.0,1,-0.13,-0.12188849762583466,0.7058823529411765,8.981914204142152,1.2019522041082382
275.0,1,-0.12,-0.12179407274454293,0.3125,7.930375684496992,0.15146415308117867
280.0,1,-0.2,-0.12570436910731578,1.1764705882352942,9.997968042613797,1.1514641530811787
285.0,1,-0.11,-0.12491915065194999,0.14285714285714285,10.199636915324458,0.10097610205411911
290.0,1,-0.12,-0.12467319311935249,0.9230769230769231,9.49960112067,1.100976102054119
295.0,1,-0.08,-0.12243953346338486,0.0,8.827031164059548,0.10097610205411911
300.0,1,-0.020000000000000004,-0.11731755679021562,0.125,10.007419375776518,1.1514641530811787
305.0,1,-0.04000000000000001,-0.11345167895070483,0.23529411764705882,9.973307972619242,0.050488051027059555
310.0,1,-0.18,-0.11677909500316958,1.125,8.166009447991124,1.0504880510270596
315.0,1,-0.17,-0.11944014025301108,0.1875,7.928141669219443,0.10097610205411911
320.0,1,-0.010000000000000009,-0.11396813324036052,0.0,11.038142573413916,1.100976102054119
325.0,1,-0.010000000000000009,-0.1087697265783425,0.0,9.857827785400744,0.050488051027059555
330.0,1,-0.18,-0.11233124024942535,0.9444444444444444,8.823394501500436,1.100976102054119
335.0,1,-0.19,-0.11621467823695408,0.05555555555555555,7.498454975946725,0.10097610205411911
340.0,1,-0.04999999999999999,-0.11290394432510638,0.21052631578947367,9.073879861539039,1.2019522041082382
345.0,1,-0.059999999999999984,-0.11025874710885106,0.25,7.203738959286454,0.15146415308117867
350.0,1,-0.38,-0.1237458097534085,2.0555555555555554,6.463328290051647,1.100976102054119
355.0,1,-0.52,-0.14355851926573807,0.9523809523809523,7.450915628518531,0.10097610205411911
360.0,1,-0.26,-0.14938059330245118,0.25,9.57141333071866,1.100976102054119
365.0,1,-0.18,-0.15091156363732863,0.18181818181818182,9.128507523682165,0.0
370.0,1,-0.4,-0.16336598545546221,1.2380952380952381,6.755756445051871,1.0504880510270596
375.0,1,-0.52,-0.18119768618268908,1.0,5.395218683078572,0.15146415308117867
380.0,1,-0.28,-0.18613780187355464,0.0,8.557190231896005,1.1514641530811787
385.0,1,-0.3,-0.19183091177987688,0.4090909090909091,7.505953051493389,0.050488051027059555
390.0,1,-0.63,-0.21373936619088302,1.75,5.9187578746539415,1.1514641530811787
395.0,1,-0.77,-0.24155239788133887,1.4090909090909092,6.569345348698916,0.20195220410823822
400.0,1,-0.37,-0.2479747779872719,0.0,7.920333973131447,1.2524402514100075
405.0,1,-0.39,-0.2550760390879083,0.2608695652173913,7.686877203010543,0.20195220410823822
410.0,1,-0.67,-0.2758222371335129,1.5909090909090908,7.668205785729001,1.0504880510270596
415.0,1,-0.68,-0.2960311252768373,0.8181818181818182,7.450123210339422,0.10097610205411911
420.0,1,-0.21999999999999997,-0.2922295690129954,0.09523809523809523,9.66062957357479,1.201952200382948
425.0,1,-0.17999999999999997,-0.2866180905623456,0.2608695652173913,8.640442306791915,0.15146415308117867
430.0,1,-0.49,-0.2967871860342283,1.85,6.5537254214928975,1.2019522041082382
435.0,1,-0.6,-0.31194782673251686,1.2857142857142858,5.936056155671283,0.3534163534641266
440.0,1,-0.43,-0.31785043539589103,0.7,8.185828860137,1.4039044082164764
445.0,1,-0.35,-0.3194579136260965,0.25,7.71234954753767,0.5048804879188538
450.0,1,-0.51,-0.3289850179447917,1.2727272727272727,9.426620000044444,1.2524402514100075
455.0,1,-0.4,-0.3325357670475521,0.2857142857142857,8.16805176669013,0.30292829871177673
460.0,1,-0.29,-0.3304089786951745,1.45,9.132885470562787,1.3534163534641266
465.0,1,-0.24,-0.32588852976041577,0.0,9.060755154699544,0.2524402514100075
470.0,1,-0.08000000000000002,-0.31359410327239495,0.42105263157894735,9.372937027464195,1.100976102054119
475.0,1,-0.07000000000000002,-0.3014143981087752,0.0,10.119932577337345,0.15146415308117867
480.0,1,-1.3877787807814457e-17,-0.2863436782033364,0.0,11.323043131211204,1.1514641530811787
485.0,1,-1.3877787807814457e-17,-0.27202649429316955,0.0,12.324392036690277,0.15146415308117867
490.0,1,-0.06000000000000001,-0.2614251695785111,0.3333333333333333,10.50989516365647,1.1514641530811787
495.0,1,-0.06000000000000001,-0.2513539110995855,0.11764705882352941,7.766792744756685,0.20195220410823822
500.0,1,-0.12000000000000001,-0.24478621554460622,0.6666666666666666,10.146342470199334,1.2524402514100075
505.0,1,-0.020000000000000018,-0.2335469047673759,0.043478260869565216,9.487195634696755,0.2524402514100075
510.0,1,-0.14,-0.22886955952900712,0.5833333333333334,9.175036332694587,1.1514641530811787
515.0,1,-0.26,-0.23042608155255676,0.25,8.688830438846061,0.15146415308117867
520.0,1,-0.09,-0.2234047774749289,0.13043478260869565,8.990431603506028,1.1514641530811787
525.0,1,-0.09,-0.21673453860118244,0.20833333333333334,7.858346265189482,0.15146415308117867
530.0,1,-0.39,-0.22539781167112333,1.6666666666666667,5.595130657389289,1.100976102054119
535.0,1,-0.56,-0.24212792108756714,1.3888888888888888,4.577339154922807,0.15146415308117867
540.0,1,-0.37,-0.24852152503318878,0.4117647058823529,8.173843615160445,1.1514641530811787
545.0,1,-0.36,-0.25409544878152934,0.3157894736842105,7.680144517623242,0.050488051027059555
550.0,1,-0.63,-0.2728906763424529,1.736842105263158,6.850277092471589,1.0504880510270596
555.0,1,-0.58,-0.2882461425253302,0.7333333333333333,5.8607878559380095,0.050488051027059555
560.0,1,-0.13,-0.2803338353990637,0.0,10.044653471171932,1.100976102054119
565.0,1,-0.15,-0.2738171436291105,0.4375,9.345525368634746,0.10097610205411911
570.0,1,-0.35,-0.277626286447655,1.8,8.059865040486493,1.1514641530811787
575.0,1,-0.28,-0.27774497212527227,0.0,8.552225658324323,0.2524402514100075
580.0,1,-0.04000000000000001,-0.26585772351900866,0.3333333333333333,9.851345115547273,1.2524402514100075
585.0,1,-0.05000000000000001,-0.25506483734305824,0.2857142857142857,9.229541652705047,0.15146415308117867
590.0,1,-0.05000000000000001,-0.2448115954759053,0.5625,11.763075597036101,1.1514641530811787
595.0,1,-6.938893903907228e-18,-0.23257101570211003,0.0,11.609489750461183,0.15146415308117867
600.0,1,-0.020000000000000007,-0.2219424649170045,0.2222222222222222,11.498273464054485,1.1514641530811787
605.0,1,-6.938893903907228e-18,-0.21084534167115426,0.0,11.175759401586996,0.050488051027059555
610.0,1,-6.938893903907228e-18,-0.20030307458759655,0.0,11.446961590812343,1.1514641530811787
615.0,1,-6.938893903907228e-18,-0.19028792085821672,0.0,11.837170878143922,0.20195220410823822
620.0,1,-0.010000000000000007,-0.18127352481530587,0.14285714285714285,10.15303004526466,1.3029282987117767
