step,option,obs,termination_prob,should_terminate,greedy_option,cumulative_reward,average_cumulative_reward,waiting_time,speed,lane_density
55.0,0,"0.0, 1.0, 1.0, 0.15146415, 0.15146415, 0.15850651, 0.10567101, 0.05048805, 0.05048805, 0.0, 0.0",0.5000000596046448,False,0,-0.09,-0.0167690125,0.5294117647058824,10.520851815931039,0.5671058342656955
60.0,0,"1.0, 0.0, 0.0, 0.15146415, 0.2019522, 0.15850651, 0.15850651, 0.0, 0.0, 0.0, 0.0",0.5,False,0,0.0,-0.015930561875,0.0,11.15030705358541,0.6704293908865896
65.0,0,"1.0, 0.0, 1.0, 0.1009761, 0.15146415, 0.21134202, 0.26417753, 0.0, 0.0, 0.052835505, 0.052835505",0.5,False,0,-0.05,-0.01763403378125,0.21739130434782608,10.733335443786512,0.7279598049431459
70.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.1009761, 0.26417753, 0.31701303, 0.0, 0.0, 0.0, 0.0",0.5000001192092896,False,0,-0.03,-0.0182523320921875,0.0,9.578382251944968,0.7326547135400334
75.0,0,"0.0, 1.0, 1.0, 0.05048805, 0.1009761, 0.21134202, 0.21134202, 0.05048805, 0.1009761, 0.0, 0.0",0.5000001192092896,False,0,-0.06,-0.020339715487578125,0.2857142857142857,8.840900519515829,0.5741481971610267
80.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.21134202, 0.21134202, 0.0, 0.0, 0.052835505, 0.0",0.5,False,0,-0.06,-0.022322729713199218,0.1111111111111111,7.3819073309878105,0.5236601459998015
85.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.0, 0.21134202, 0.26417753, 0.0, 0.0, 0.15850651, 0.15850651",0.5,False,0,-0.27,-0.03470659322753926,1.6875,6.414001083421478,0.5260076002982452
90.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.05048805, 0.15850651, 0.21134202, 0.0, 0.0, 0.052835505, 0.052835505",0.5,False,0,-0.38,-0.051971263566162294,0.6,7.167422858990686,0.5213126917013577
95.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.1009761, 0.052835505, 0.10567101, 0.05048805, 0.0, 0.0, 0.0",0.5000001192092896,False,0,-0.09999999999999998,-0.054372700387854175,0.07692307692307693,10.509330514291062,0.36045872102390736
100.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.0, 0.052835505, 0.0, 0.0, 0.0, 0.0",0.5,False,0,2.7755575615628914e-17,-0.05165406536846146,0.0,11.44872516680546,0.15381160778211925
105.0,0,"1.0, 0.0, 1.0, 0.1009761, 0.15146415, 0.10567101, 0.0, 0.0, 0.0, 0.052835505, 0.0",0.5,False,0,-0.049999999999999975,-0.05157136210003839,0.35714285714285715,12.154924968486103,0.3581112667254636
110.0,0,"1.0, 0.0, 1.0, 0.1009761, 0.1009761, 0.10567101, 0.10567101, 0.0, 0.0, 0.052835505, 0.0",0.5,False,0,-0.09999999999999998,-0.05399279399503647,0.7692307692307693,12.179348896992927,0.4132942264835763
115.0,0,"1.0, 0.0, 1.0, 0.15146415, 0.1009761, 0.10567101, 0.15850651, 0.0, 0.0, 0.052835505, 0.052835505",0.5,False,0,-0.15999999999999998,-0.059293154295284645,1.2307692307692308,11.846526170934046,0.5166177831044703
120.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.05048805, 0.21134202, 0.21134202, 0.0, 0.0, 0.052835505, 0.052835505",0.5000000596046448,False,0,-0.26,-0.06932849658052041,1.7333333333333334,10.187389313047257,0.5236601459998015
125.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.1009761, 0.15850651, 0.31701303, 0.0, 0.0, 0.0, 0.0",0.5000000596046448,False,0,-0.04000000000000001,-0.06786207175149439,0.0,8.80317603880421,0.6269837026206956
130.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.1009761, 0.15850651, 0.26417753, 0.05048805, 0.05048805, 0.0, 0.0",0.5000000596046448,False,0,-0.1,-0.06946896816391968,0.5555555555555556,9.935496052997951,0.6246362483222518
135.0,0,"1.0, 0.0, 0.0, 0.15146415, 0.15146415, 0.21134202, 0.26417753, 0.0, 0.0, 0.0, 0.10567101",0.5,False,0,-0.06,-0.0689955197557237,0.2608695652173913,9.663063944240358,0.7784478561043711
140.0,0,"1.0, 0.0, 1.0, 0.1009761, 0.15146415, 0.26417753, 0.31701303, 0.0, 0.0, 0.10567101, 0.15850651",0.5,False,0,-0.26,-0.0785457437679375,1.1818181818181819,8.816126625324333,0.8336308158624837
145.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.15146415, 0.26417753, 0.31701303, 0.0, 0.0, 0.0, 0.10567101",0.5000001788139343,False,0,-0.3,-0.08961845657954062,0.30434782608695654,7.576333720637804,0.8336308158624837
150.0,0,"0.0, 1.0, 1.0, 0.15146415, 0.2019522, 0.21134202, 0.26417753, 0.05048805, 0.1009761, 0.0, 0.0",0.5000002384185791,False,0,-0.19,-0.09463753375056358,0.43478260869565216,8.66407406471584,0.8289359072655962
155.0,0,"1.0, 0.0, 0.0, 0.15146415, 0.15146415, 0.26417753, 0.26417753, 0.0, 0.0, 0.10567101, 0.0",0.5,False,0,-0.18,-0.09890565706303539,0.2,8.144030988421331,0.83128336156404
160.0,0,"1.0, 0.0, 1.0, 0.1009761, 0.1009761, 0.31701303, 0.26417753, 0.0, 0.0, 0.21134202, 0.15850651",0.5,False,0,-0.36,-0.11196037420988361,1.2916666666666667,7.840207641554227,0.7831427647012585
165.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.1009761, 0.31701303, 0.26417753, 0.0, 0.05048805, 0.052835505, 0.052835505",0.5000001192092896,False,0,-0.43,-0.12786235549938943,0.5217391304347826,7.112625656256917,0.7326547135400334
170.0,0,"0.0, 1.0, 1.0, 0.15146415, 0.15146415, 0.21134202, 0.26417753, 0.0, 0.05048805, 0.0, 0.0",0.5000002980232239,False,0,-0.19,-0.13096923772441996,0.25,10.081128439554044,0.7784478561043711
175.0,0,"1.0, 0.0, 0.0, 0.1009761, 0.1009761, 0.21134202, 0.21134202, 0.0, 0.0, 0.10567101, 0.052835505",0.5,False,0,-0.13,-0.13092077583819894,0.23809523809523808,8.483624537958711,0.6246362483222518
180.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.05048805, 0.31701303, 0.26417753, 0.0, 0.0, 0.21134202, 0.15850651",0.5,False,0,-0.41,-0.14487473704628898,1.5,8.324795852508101,0.6821666623788083
185.0,0,"0.0, 1.0, 0.0, 0.0, 0.05048805, 0.26417753, 0.26417753, 0.0, 0.0, 0.052835505, 0.052835505",0.5000000596046448,False,0,-0.43,-0.15913100019397453,0.47368421052631576,8.238579210984842,0.5788431057579142
190.0,0,"0.0, 1.0, 1.0, 0.05048805, 0.05048805, 0.21134202, 0.26417753, 0.0, 0.0, 0.0, 0.0",0.5000001192092896,False,0,-0.09000000000000002,-0.1556744501842758,0.0,10.05869659384572,0.5764956514594703
195.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.05048805, 0.10567101, 0.15850651, 0.05048805, 0.0, 0.0, 0.0",0.5,False,0,-0.030000000000000027,-0.149390727675062,0.15789473684210525,11.386454919813582,0.41564168078202
200.0,0,"1.0, 0.0, 0.0, 0.0, 0.05048805, 0.15850651, 0.21134202, 0.0, 0.0, 0.0, 0.052835505",0.5,False,0,-0.030000000000000027,-0.1434211912913089,0.15789473684210525,9.692871317041314,0.4203365893789075
205.0,0,"1.0, 0.0, 1.0, 0.0, 0.0, 0.21134202, 0.26417753, 0.0, 0.0, 0.10567101, 0.15850651",0.5,False,0,-0.19000000000000003,-0.14575013172674345,1.2666666666666666,8.256610800778924,0.4755195491370201
210.0,0,"0.0, 1.0, 0.0, 0.0, 0.0, 0.26417753, 0.26417753, 0.0, 0.0, 0.0, 0.0",0.5,False,0,-0.16000000000000003,-0.14646262514040628,0.0,8.274598385516676,0.528355054596689
215.0,0,"0.0, 1.0, 1.0, 0.05048805, 0.05048805, 0.10567101, 0.21134202, 0.0, 0.0, 0.0, 0.0",0.5000000596046448,False,0,-2.7755575615628914e-17,-0.13913949388338595,0.0,11.818107269987948,0.41798913508046376
220.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.15850651, 0.26417753, 0.0, 0.0, 0.0, 0.052835505",0.5,False,0,-0.04000000000000003,-0.13418251918921664,0.2222222222222222,10.258817184240968,0.5236601459998016
225.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.0, 0.21134202, 0.26417753, 0.0, 0.0, 0.10567101, 0.15850651",0.5,False,0,-0.22000000000000003,-0.13847339322975583,1.375,7.640863168273564,0.5260076002982452
230.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.05048805, 0.21134202, 0.26417753, 0.0, 0.0, 0.0, 0.052835505",0.5,False,0,-0.25,-0.14404972356826803,0.35714285714285715,6.697128676803855,0.5764956514594703
235.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.05048805, 0.15850651, 0.21134202, 0.05048805, 0.0, 0.0, 0.0",0.5000000596046448,False,0,-0.01999999999999999,-0.13784723738985463,0.1111111111111111,10.23691479762699,0.5213126917013577
240.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.0, 0.21134202, 0.21134202, 0.0, 0.0, 0.052835505, 0.0",0.5,False,0,-0.02999999999999999,-0.1324548755203619,0.16666666666666666,9.3311764479753,0.47317209483857636
245.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.05048805, 0.31701303, 0.31701303, 0.0, 0.0, 0.15850651, 0.10567101",0.5,False,0,-0.2,-0.1358321317443438,1.0,8.896180294507221,0.7350021678384772
250.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.05048805, 0.31701303, 0.31701303, 0.0, 0.0, 0.052835505, 0.052835505",0.5,False,0,-0.24,-0.14104052515712662,0.16666666666666666,7.55356813739352,0.7350021678384772
255.0,0,"0.0, 1.0, 1.0, 0.05048805, 0.1009761, 0.21134202, 0.21134202, 0.0, 0.05048805, 0.0, 0.0",0.5000001788139343,False,0,-0.04999999999999999,-0.13648849889927028,0.05555555555555555,8.039644020176855,0.5741481971610267
260.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.21134202, 0.26417753, 0.0, 0.0, 0.10567101, 0.10567101",0.5,False,0,-0.09999999999999999,-0.13466407395430677,0.3157894736842105,7.501280589626504,0.5764956514594703
265.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.05048805, 0.26417753, 0.26417753, 0.0, 0.0, 0.21134202, 0.21134202",0.5,False,0,-0.4,-0.1479308702565914,2.1176470588235294,6.0772693593211615,0.6293311569191393
270.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.1009761, 0.21134202, 0.26417753, 0.0, 0.05048805, 0.052835505, 0.10567101",0.5,False,1,-0.52,-0.1665343267437618,1.0588235294117647,6.325101714475902,0.6774717537819208
275.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.1009761, 0.15850651, 0.10567101, 0.05048805, 0.05048805, 0.0, 0.0",0.5000002980232239,False,0,-0.20999999999999996,-0.16870761040657373,0.6875,9.376987847940754,0.4661297319432452
280.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.21134202, 0.21134202, 0.0, 0.0, 0.10567101, 0.0",0.5,False,0,-0.14999999999999997,-0.16777222988624504,0.2631578947368421,8.13239608993197,0.5236601459998015
285.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.0, 0.26417753, 0.21134202, 0.0, 0.0, 0.15850651, 0.10567101",0.5,False,0,-0.36,-0.17738361839193278,1.5294117647058822,8.3322658452897,0.5260076002982452
290.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.05048805, 0.26417753, 0.26417753, 0.0, 0.0, 0.0, 0.0",0.5000000596046448,False,0,-0.23,-0.18001443747233614,0.0,8.231638896484037,0.6798192080803644
295.0,0,"0.0, 1.0, 1.0, 0.15146415, 0.1009761, 0.21134202, 0.15850651, 0.0, 0.0, 0.0, 0.0",0.5000000596046448,False,0,0.0,-0.17101371559871933,0.0,10.511390609586444,0.6222887940238081
300.0,0,"1.0, 0.0, 0.0, 0.1009761, 0.05048805, 0.21134202, 0.21134202, 0.0, 0.0, 0.10567101, 0.10567101",0.5,False,0,-0.09,-0.16696302981878336,0.47368421052631576,8.694903811034202,0.5741481971610267
305.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.05048805, 0.26417753, 0.21134202, 0.0, 0.0, 0.15850651, 0.15850651",0.5,False,0,-0.35,-0.17611487832784417,2.0588235294117645,7.721413517100025,0.5764956514594705
310.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.15146415, 0.21134202, 0.15850651, 0.05048805, 0.0, 0.052835505, 0.0",0.5000000596046448,False,0,-0.4,-0.18730913441145197,0.4444444444444444,7.9282497996554575,0.6222887940238081
315.0,0,"0.0, 1.0, 1.0, 0.2019522, 0.25244024, 0.15850651, 0.10567101, 0.05048805, 0.05048805, 0.0, 0.0",0.5000001788139343,False,0,-0.14,-0.18494367769087938,0.42857142857142855,10.22491524842414,0.7185699877493711
320.0,0,"1.0, 0.0, 0.0, 0.15146415, 0.2019522, 0.26417753, 0.21134202, 0.0, 0.0, 0.10567101, 0.052835505",0.5,False,0,-0.1,-0.1806964938063354,0.20833333333333334,9.511002461498386,0.8289359072655963
325.0,0,"1.0, 0.0, 1.0, 0.1009761, 0.1009761, 0.31701303, 0.26417753, 0.0, 0.0, 0.10567101, 0.052835505",0.5,False,0,-0.25,-0.18416166911601864,0.8333333333333334,9.973147918828118,0.7831427647012585
330.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.1009761, 0.31701303, 0.31701303, 0.0, 0.05048805, 0.052835505, 0.0",0.5000001192092896,False,0,-0.15,-0.18245358566021772,0.08,8.357932341050994,0.8359782701609275
335.0,0,"0.0, 1.0, 1.0, 0.15146415, 0.15146415, 0.26417753, 0.21134202, 0.0, 0.05048805, 0.0, 0.0",0.5000002384185791,False,0,-0.07,-0.17683090637720683,0.24,9.605963884893159,0.7784478561043711
340.0,0,"1.0, 0.0, 0.0, 0.15146415, 0.15146415, 0.26417753, 0.21134202, 0.0, 0.0, 0.10567101, 0.052835505",0.5,False,0,-0.09,-0.17248936105834647,0.25,8.253327603785335,0.7784478561043711
345.0,0,"1.0, 0.0, 1.0, 0.1009761, 0.1009761, 0.31701303, 0.31701303, 0.0, 0.0, 0.21134202, 0.15850651",0.5,False,0,-0.35,-0.18136489300542913,1.3076923076923077,8.518041712259846,0.8359782701609275
350.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.15146415, 0.31701303, 0.31701303, 0.0, 0.05048805, 0.052835505, 0.10567101",0.5000000596046448,False,0,-0.42,-0.19329664835515767,0.48,8.612954555030388,0.8864663213221526
355.0,0,"0.0, 1.0, 1.0, 0.2019522, 0.25244024, 0.26417753, 0.26417753, 0.0, 0.05048805, 0.0, 0.0",0.5000003576278687,False,0,-0.18,-0.19263181593739978,0.2222222222222222,8.942905300839989,0.9827475150477154
360.0,0,"1.0, 0.0, 0.0, 0.15146415, 0.2019522, 0.26417753, 0.26417753, 0.0, 0.0, 0.10567101, 0.0",0.5,False,0,-0.2,-0.19300022514052978,0.15384615384615385,7.637755443705277,0.8817714127252652
365.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.1009761, 0.31701303, 0.31701303, 0.0, 0.0, 0.21134202, 0.15850651",0.5,False,0,-0.41,-0.20385021388350327,1.24,7.456189118410427,0.7854902189997023
370.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.05048805, 0.36984855, 0.31701303, 0.05048805, 0.0, 0.10567101, 0.052835505",0.5000000596046448,False,0,-0.47,-0.2171577031893281,0.75,7.247175350863356,0.787837673298146
375.0,0,"0.0, 1.0, 1.0, 0.05048805, 0.05048805, 0.26417753, 0.21134202, 0.05048805, 0.05048805, 0.0, 0.0",0.5000002384185791,False,0,-0.29,-0.22079981802986165,0.5263157894736842,8.114875602945377,0.5764956514594705
380.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.0, 0.31701303, 0.26417753, 0.0, 0.0, 0.052835505, 0.10567101",0.5,False,0,-0.25,-0.22225982712836856,0.3,7.160267725855769,0.6316786112175831
385.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.0, 0.36984855, 0.36984855, 0.0, 0.0, 0.15850651, 0.21134202",0.5,False,0,-0.54,-0.23814683577195012,1.7,6.138376470389598,0.7901851275965899
390.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.0, 0.36984855, 0.36984855, 0.0, 0.0, 0.15850651, 0.10567101",0.5,False,1,-0.6,-0.2562394939833526,1.1,5.4998487818523705,0.7901851275965899
395.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.05048805, 0.31701303, 0.31701303, 0.05048805, 0.0, 0.0, 0.0",0.5000000596046448,False,0,-0.31,-0.25892751928418495,0.19047619047619047,8.504900091014079,0.7854902189997023
400.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.1009761, 0.21134202, 0.15850651, 0.05048805, 0.0, 0.0, 0.0",0.5,False,0,-0.09,-0.2504811433199757,0.391304347826087,10.631495594602661,0.571800742862583
405.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.26417753, 0.21134202, 0.0, 0.0, 0.052835505, 0.052835505",0.5,False,0,-0.03,-0.23945708615397687,0.13043478260869565,8.859201435703456,0.5764956514594705
410.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.0, 0.31701303, 0.26417753, 0.0, 0.0, 0.15850651, 0.15850651",0.5,False,0,-0.26,-0.24048423184627804,1.3,8.428979929753538,0.6316786112175831
415.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.05048805, 0.31701303, 0.26417753, 0.0, 0.0, 0.10567101, 0.052835505",0.5,False,0,-0.35,-0.24596002025396413,0.4444444444444444,7.118045669409543,0.6821666623788083
420.0,0,"0.0, 1.0, 1.0, 0.05048805, 0.05048805, 0.26417753, 0.21134202, 0.0, 0.0, 0.0, 0.0",0.5000001788139343,False,0,-0.08999999999999997,-0.23816201924126593,0.0,9.286257711827286,0.5764956514594705
425.0,0,"0.0, 1.0, 1.0, 0.05048805, 0.05048805, 0.15850651, 0.15850651, 0.05048805, 0.0, 0.0, 0.0",0.5,False,0,-0.019999999999999976,-0.22725391827920263,0.10526315789473684,11.021819080670355,0.41798913508046376
430.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.10567101, 0.21134202, 0.0, 0.0, 0.0, 0.052835505",0.5,False,0,-0.029999999999999975,-0.2173912223652425,0.15789473684210525,10.295486940555378,0.41798913508046376
435.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.05048805, 0.15850651, 0.21134202, 0.0, 0.0, 0.052835505, 0.15850651",0.5,False,0,-0.13999999999999999,-0.21352166124698038,0.9333333333333333,8.391253230341407,0.4708246405401326
440.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.1009761, 0.10567101, 0.21134202, 0.0, 0.0, 0.0, 0.052835505",0.5000000596046448,False,0,-0.16999999999999998,-0.21134557818463137,0.21428571428571427,8.03943713055816,0.5189652374029141
445.0,0,"0.0, 1.0, 1.0, 0.15146415, 0.1009761, 0.052835505, 0.052835505, 0.05048805, 0.05048805, 0.0, 0.0",0.5000000596046448,False,0,-0.03999999999999998,-0.2027782992753998,0.3076923076923077,9.759104177118237,0.3581112667254637
450.0,0,"1.0, 0.0, 0.0, 0.2019522, 0.1009761, 0.10567101, 0.052835505, 0.0, 0.0, 0.052835505, 0.0",0.5,False,0,-0.029999999999999978,-0.1941393843116298,0.17647058823529413,9.637350133501883,0.4614348233463577
455.0,0,"1.0, 0.0, 1.0, 0.1009761, 0.05048805, 0.15850651, 0.10567101, 0.0, 0.0, 0.052835505, 0.052835505",0.5,False,0,-0.10999999999999999,-0.1899324150960483,0.6470588235294118,10.972469676922888,0.41564168078201996
460.0,0,"1.0, 0.0, 1.0, 0.1009761, 0.05048805, 0.21134202, 0.15850651, 0.0, 0.0, 0.052835505, 0.052835505",0.5000000596046448,False,0,-0.20999999999999996,-0.19093579434124588,1.2352941176470589,10.396149759819032,0.5213126917013577
465.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.1009761, 0.15850651, 0.15850651, 0.0, 0.0, 0.0, 0.0",0.5000000596046448,False,0,-0.02999999999999997,-0.1828890046241836,0.0,10.4816212404915,0.4684771862416889
470.0,0,"0.0, 1.0, 1.0, 0.05048805, 0.1009761, 0.15850651, 0.10567101, 0.0, 0.0, 0.0, 0.0",0.5000000596046448,False,0,2.7755575615628914e-17,-0.1737445543929744,0.0,12.073662852084489,0.41564168078201996
475.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.10567101, 0.15850651, 0.0, 0.0, 0.052835505, 0.0",0.5,False,0,-0.009999999999999972,-0.16555732667332568,0.06666666666666667,11.02930476445246,0.36515362962079484
480.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.05048805, 0.10567101, 0.21134202, 0.0, 0.0, 0.052835505, 0.052835505",0.5,False,0,-0.07999999999999997,-0.1612794603396594,0.6153846153846154,9.523797528043666,0.41798913508046376
485.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.05048805, 0.052835505, 0.15850651, 0.0, 0.0, 0.0, 0.0",0.5000000596046448,False,0,-0.019999999999999976,-0.15421548732267643,0.0,9.056304613346505,0.3628061753223511
490.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.05048805, 0.052835505, 0.052835505, 0.05048805, 0.0, 0.0, 0.0",0.5000000596046448,False,0,-0.019999999999999976,-0.1475047129565426,0.2,10.067105657972808,0.2571351644030133
495.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.10567101, 0.10567101, 0.0, 0.0, 0.0, 0.052835505",0.5,False,0,-0.03999999999999998,-0.14212947730871547,0.3076923076923077,10.081522360555782,0.3123181241611259
500.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.05048805, 0.15850651, 0.15850651, 0.0, 0.0, 0.052835505, 0.052835505",0.5,False,0,-0.10999999999999999,-0.1405230034432797,0.8461538461538461,10.87989909033292,0.41798913508046376
505.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.05048805, 0.15850651, 0.15850651, 0.0, 0.0, 0.0, 0.0",0.5,False,0,1.3877787807814457e-17,-0.1334968532711157,0.0,10.228946064374536,0.41798913508046376
510.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.1009761, 0.10567101, 0.10567101, 0.0, 0.05048805, 0.0, 0.0",0.5000000596046448,False,0,-0.04999999999999999,-0.12932201060755993,0.35714285714285715,11.796989172431811,0.4132942264835763
515.0,0,"1.0, 0.0, 0.0, 0.05048805, 0.05048805, 0.15850651, 0.21134202, 0.0, 0.0, 0.0, 0.052835505",0.5,False,0,-0.009999999999999988,-0.12335591007718193,0.058823529411764705,11.643622634097662,0.4708246405401326
520.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.05048805, 0.21134202, 0.26417753, 0.0, 0.0, 0.052835505, 0.052835505",0.5,False,0,-0.09,-0.12168811457332283,0.5294117647058824,11.12582210625105,0.5764956514594703
525.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.1009761, 0.21134202, 0.21134202, 0.0, 0.0, 0.0, 0.0",0.5000000596046448,False,0,-0.03,-0.11710370884465669,0.0,9.16681279389672,0.5741481971610267
530.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.1009761, 0.10567101, 0.15850651, 0.0, 0.05048805, 0.0, 0.0",0.5000000596046448,False,0,-0.010000000000000002,-0.11174852340242385,0.06666666666666667,9.711926236027974,0.4661297319432452
535.0,0,"1.0, 0.0, 0.0, 0.1009761, 0.15146415, 0.21134202, 0.26417753, 0.0, 0.0, 0.052835505, 0.10567101",0.5,False,0,-0.08000000000000002,-0.11016109723230265,0.36363636363636365,10.124793776926646,0.7279598049431459
540.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.1009761, 0.31701303, 0.31701303, 0.0, 0.0, 0.10567101, 0.10567101",0.5,False,0,-0.27,-0.11815304237068751,1.2272727272727273,9.947178611359657,0.7854902189997023
545.0,0,"0.0, 1.0, 0.0, 0.1009761, 0.1009761, 0.26417753, 0.26417753, 0.0, 0.0, 0.0, 0.052835505",0.5000000596046448,False,0,-0.2,-0.12224539025215314,0.047619047619047616,7.137351867815095,0.7303072592415896
550.0,0,"0.0, 1.0, 1.0, 0.1009761, 0.1009761, 0.15850651, 0.15850651, 0.05048805, 0.05048805, 0.0, 0.0",0.5000001192092896,False,0,-0.07,-0.11963312073954548,0.35294117647058826,8.086052415994766,0.5189652374029141
555.0,0,"1.0, 0.0, 0.0, 0.1009761, 0.05048805, 0.21134202, 0.15850651, 0.0, 0.0, 0.10567101, 0.10567101",0.5,False,0,-0.1,-0.1186514647025682,0.5,6.864717662707156,0.5213126917013577
560.0,0,"1.0, 0.0, 1.0, 0.05048805, 0.0, 0.21134202, 0.15850651, 0.0, 0.0, 0.15850651, 0.15850651",0.5,False,0,-0.39,-0.1322188914674398,2.7142857142857144,7.201683996735639,0.42033658937890744
565.0,0,"0.0, 1.0, 0.0, 0.05048805, 0.05048805, 0.21134202, 0.21134202, 0.0, 0.0, 0.0, 0.0",0.5,False,0,-0.35,-0.14310794689406778,0.0,8.625159913552665,0.5236601459998015
570.0,0,"0.0, 1.0, 1.0, 0.05048805, 0.05048805, 0.15850651, 0.15850651, 0.0, 0.0, 0.0, 0.0",0.5000000596046448,False,0,0.0,-0.1359525495493644,0.0,11.056825247736137,0.41798913508046376
