episode,cumulative_reward,average_cumulative_reward,mean_lane_density,mean_queue_length,avg_travel_time,avg_time_loss,avg_waiting_time,collisions,emergency_stops,emergency_braking
0,-29433.0,-28995.93792371943,2.788600516583508,33.75416666666667,103.71217524197657,80.85,63.28,0.0,0.0,0.0
1,-30244.0,-29625.93801811344,2.8585963988039333,35.02777777777778,107.0,84.12,66.12,0.0,0.0,0.0
2,-29167.0,-28574.662318886167,2.761898251290819,34.043055555555554,103.17153097798258,80.27,63.62,0.0,0.0,0.0
3,-28830.0,-28308.10182268309,2.802004054277862,33.41111111111111,104.21297242083759,81.34,64.22,0.0,0.0,0.0
4,-28130.0,-27647.943441719053,2.797493110995866,32.4,100.50381291306559,77.64,60.58,0.0,0.0,0.0
5,-30586.0,-29895.160066266337,2.9518461606642643,35.666666666666664,108.19165378670789,85.18,67.49,0.0,0.0,0.0
6,-28839.0,-28279.706296082757,2.8111076211294357,33.481944444444444,103.73241590214067,80.86,63.58,0.0,0.0,0.0
7,-29052.0,-28608.94174342921,2.802698457304783,33.5,102.60488798370672,79.73,62.5,0.0,0.0,0.0
8,-30015.0,-29407.621564700035,2.872680472264965,34.77916666666667,106.76326530612245,83.93,66.15,0.0,0.0,0.0
9,-30433.0,-29802.572130972752,2.837418424823427,35.390277777777776,106.7797131147541,83.75,66.13,0.0,0.0,0.0
10,-28861.0,-28341.811645823378,2.843872604233817,33.5,103.9923391215526,81.21,64.4,0.0,0.0,0.0
11,-28428.0,-27946.51998730693,2.76010436461113,32.78472222222222,100.9552618200305,78.07,60.9,0.0,0.0,0.0
12,-30592.0,-29888.13131251597,2.9300378170956134,35.49583333333333,107.89335394126739,84.76,66.94,0.0,0.0,0.0
13,-28867.0,-28299.083012032475,2.8289517689056556,33.48888888888889,102.90927624872579,80.1,63.05,0.0,0.0,0.0
14,-28716.0,-28282.58855841179,2.7320255995268816,33.09722222222222,101.89862455425369,78.94,61.77,0.0,0.0,0.0
15,-30079.0,-29479.209900366324,2.9129667085508624,34.84583333333333,108.25561224489796,85.31,67.44,0.0,0.0,0.0
