episode,cumulative_reward,average_cumulative_reward,mean_waiting_time,mean_speed,mean_lane_density
0,-0.17,-0.5029602544203747,0.5746397752331522,5.242659626960161,1.4475863253846764
1,-0.07000000000000002,-0.5783841836959069,0.5861261966640432,5.385854377802767,1.3934389015249908
2,-0.52,-0.6746858343080433,0.5871644633978379,5.510721236479105,1.3301985782273114
3,-0.46,-0.6744025610035267,0.6102638390597342,5.3138926656403385,1.3865610820576548
4,-0.21999999999999978,-0.46226637952105926,0.5985316961412268,5.393037038381986,1.3781605434194206
5,-0.5200000000000001,-0.4764972859857798,0.5640391473201791,5.518540475642862,1.3351837663017214
6,-0.48,-0.5550746126740839,0.6006820169249024,5.337753757819079,1.3752110305055976
7,-0.63,-0.6737256185663202,0.6126205468045686,5.347723024944273,1.3685661297179759
8,-0.3,-0.6624780904236911,0.6539946910654609,5.284238903282152,1.400899687834084
9,-0.37,-0.6462010321154888,0.6026676399523906,5.338304068742609,1.3954567398391664
10,-1.06,-0.7374171886715447,0.6231325782857827,5.301573751556235,1.40254458803311
11,-0.45,-0.7264824640164259,0.5523587823016383,5.376858996460435,1.4099858553782105
12,-0.81,-0.5275135005696552,0.5820682701903865,5.432876347419194,1.3816034921258689
13,-2.36,-1.0698408865601392,0.6228049208099082,5.228480910089165,1.441115777000785
14,-0.5,-0.6097124644946402,0.5806585620122601,5.370907798431588,1.4117024488002061
15,-0.27,-0.5834170817102072,0.6086001816278614,5.290638967700063,1.426081781320274
16,-0.91,-0.6967721930639076,0.597935027887578,5.5128728116945345,1.336560070503503
17,-0.65,-0.6894535116699225,0.5659270054148388,5.221960245630731,1.4600861571393906
18,-0.29,-0.5527285741503195,0.5882419237844294,5.371744616385429,1.3512080019190909
19,-0.88,-0.6628701850740882,0.5916519715643447,5.254912777216199,1.4567573126144706
20,-0.64,-0.6559219481738998,0.6179514434558284,5.410681040238191,1.3398693940490485
21,-0.6100000000000001,-0.5417786997314709,0.5800480008790662,5.256265445034566,1.4332608466893435
22,-1.0,-0.7937385225453147,0.5975680553216329,5.441841980170937,1.329519343160093
23,-0.4399999999999991,-0.5740157649033284,0.6460568863305602,5.593226348491947,1.203817224662751
24,-0.5,-0.7056619088788791,0.6004105052284618,5.234613258338231,1.4050265810191631
25,-0.43,-0.5066450498195482,0.5912249967906659,5.214263570634628,1.426120826177299
26,-0.77,-0.5223625465413054,0.612844172113013,5.326202057215483,1.4076634031049908
27,-0.48,-0.5782680775849897,0.6392562361778636,5.6463924094610425,1.2775624273084103
28,-0.9,-0.574881056085982,0.6254714916095089,5.281967441972179,1.4103426372744143
29,-0.77,-0.858237670036153,0.6140637264051845,5.297231111526569,1.4219612836502493
30,-0.13,-0.6598388330765017,0.600132837029394,5.384117642402806,1.322905410271138
31,-0.74,-0.5207964441067623,0.572005456630762,5.361577036170276,1.416358792308718
32,-0.56,-0.4525548803169329,0.5774839576598467,5.540007609570718,1.3181807376667858
33,-0.9,-0.5298881165788363,0.5961471703862445,5.303531257913386,1.372958589155227
34,-0.4599999999999999,-0.45340340157834064,0.5796691645103502,5.366194443023125,1.401595076661557
35,-0.43,-0.612737540907748,0.5752924112659278,5.252657048089016,1.431765727095306
36,-0.7300000000000001,-0.5915372839517018,0.660260679396159,5.23259012731692,1.3756132521778346
37,-0.5699999999999998,-0.6855620225610088,0.5885680493395564,5.33182750536043,1.3772500753700734
38,-0.77,-0.5261948491156054,0.6512565279266936,5.447276015030849,1.3351154409386217
39,-0.44,-0.5357312784138875,0.6000271079846803,5.342845352342769,1.3711295775212347
40,-1.06,-0.7076332571710541,0.5935756390125128,5.241233829179361,1.421404232636094
41,-0.81,-0.6867222628019919,0.6075543348773876,5.405885680830345,1.3731329437606037
42,-0.09,-0.4466450420260242,0.5943003699098139,5.598824492340475,1.3158794934861362
43,-0.79,-0.7027923853254019,0.5875094689634429,5.488540302419785,1.3993443206101657
44,-0.62,-0.5347775089826082,0.5786869284272691,5.384144385336284,1.385984508216381
45,-0.3899999999999991,-0.7141803563114142,0.5835318828538703,5.479307251569606,1.3428986787088215
46,-0.23,-0.5075546713992753,0.5994468524951264,5.429041844226722,1.3242897924855352
47,-0.24,-0.5970944435819953,0.5953230232310188,5.516999381622759,1.3669050739705562
48,-1.11,-0.6294999760938588,0.5984598321989426,5.230926859526782,1.4517997223958372
49,-0.98,-0.6941520520376517,0.6142096129764096,5.297860488804043,1.4304335144534708
50,-0.4,-0.6583696403450042,0.6247686139854013,5.331439103778894,1.3848135222010314
51,-0.42,-0.5329803383280842,0.5947319730467494,5.431647405201922,1.362247045468539
52,-1.05,-0.8019088132021859,0.5975086463734016,5.2677903780928865,1.381440583847463
53,-0.28,-0.5055419693821899,0.598764943941898,5.303280190119942,1.3867613506279886
54,-0.14999999999999997,-0.49416018077118085,0.5980637504087924,5.1621909916240165,1.4674510181993246
55,-0.75,-0.6321615859010482,0.6020775153737706,5.284831728839949,1.4032399773970246
56,-0.4,-0.4423658598525993,0.6274308751403492,5.303473524524587,1.4250851483866573
57,-0.8699999999999998,-0.7290708817785111,0.5968429638007612,5.4656107874619115,1.3437781796567143
58,-0.2499999999999991,-0.563732161329317,0.6108964407868626,5.3034256317380875,1.397121162623167
59,-0.61,-0.5827813538231953,0.6242916460298648,5.164285923107616,1.4479821524359286
60,-0.56,-0.5990215135461993,0.6043617679403083,5.3779821619496975,1.3352635387293994
61,-0.86,-0.5686786528468503,0.6127855396448967,5.3651131006302935,1.3943379255123436
62,-0.16000000000000003,-0.5177352956967771,0.6160904470231173,5.533641462758636,1.3566331114694477
63,-0.2,-0.7566117548066407,0.6004605642280587,5.386435509549006,1.3673870660029352
64,-0.56,-0.6947305563773586,0.5976873492197976,5.601297731629649,1.3157492340020835
65,-0.5,-0.4736993429377767,0.5712525185935327,5.468922736680791,1.3046873025819659
66,-0.820000000000001,-0.649868220970741,0.6084334271087868,5.327695987563129,1.402544590100646
67,-1.03,-0.724139353539544,0.5938975994408121,5.555694711863597,1.3475159794129432
68,-0.9699999999999998,-0.7456331247371042,0.5734908296928922,5.302447432629741,1.3916082042120397
69,-0.63,-0.6170448459613628,0.6301926226066193,5.406607174961866,1.3428481890782713
70,-1.42,-0.8737237789553174,0.6478652331233057,5.1425911977900185,1.4518404490761458
71,-1.13,-1.0961063369634476,0.6175028884328992,5.4955430511605705,1.3091921813488006
72,-0.27,-0.5359863947074837,0.6143918118745164,5.309709513789845,1.3915186721943318
73,-0.4,-0.650176573886193,0.5920386810982641,5.335998547346993,1.3865691603198647
74,-0.69,-0.6268235436960439,0.5933448380481092,5.29878955446567,1.4112170893885194
75,-0.51,-0.6298082153982361,0.6035489128616466,5.186744268291078,1.4361467437818647
76,-0.44,-0.4919469568303269,0.6042529299377738,5.418964217161061,1.3569343565553427
77,-0.16,-0.3742283018468737,0.5900326909068413,5.625336303961864,1.292433516200632
78,-0.69,-0.5998093483916467,0.5951243112015911,5.139539710241401,1.4622180998437107
79,-0.22999999999999998,-0.5789103566250261,0.5955730237120243,5.270555768270697,1.4226061840690671
80,-0.54,-0.5771282741254151,0.6137875242679576,5.226293367864757,1.4035819485113026
81,-0.51,-0.6020656488763605,0.6149845751724979,5.285569528848471,1.3576102233305574
82,-1.49,-0.8202323425030391,0.58639947787044,5.30701400003522,1.3968589610531925
83,-0.45,-0.5833558429515803,0.5544389084460266,5.525554001008993,1.3274493343122304
84,-0.3,-0.47666230587702346,0.5740263206009374,5.43794587281171,1.3877418300881983
85,-0.69,-0.6343675900617265,0.6073777967414761,5.266390348790681,1.381398172814399
86,-0.51,-0.47199303688073835,0.6043830916708876,5.478629623267694,1.3516445545293392
87,-0.47,-0.5465912683208398,0.5947851015084489,5.238799705844258,1.4323601396009327
88,-0.39,-0.42041832151659764,0.5879306251915952,5.479723592554443,1.3536543161049486
89,-0.93,-0.5991487687685938,0.6033091525567676,5.6744209317273535,1.3441935297697782
90,-0.1999999999999999,-0.5848975082427572,0.6100053704959723,5.337492028321403,1.4134092806316911
91,-0.64,-0.5486281742967951,0.6185020373142182,5.420545013031714,1.3596314277611672
92,-0.51,-0.4420766702116871,0.5897564805759851,5.278757127501323,1.4357347604893147
93,-0.38,-0.83419606893083,0.6101482312744622,5.064216308454696,1.489802414473146
94,-1.31,-1.2789090291689984,0.5780621843445825,5.366582488415673,1.4143490312062204
95,-0.72,-0.7738375797688996,0.6034346786098651,5.2516870780805,1.4282332464829088
96,-0.72,-0.6954309597684135,0.608145451819693,5.3038102419218305,1.3892157439216972
97,-0.5599999999999999,-0.5259968424919655,0.5889079494211422,5.453738050014888,1.3900659627355636
98,-0.21,-0.5328219857193186,0.5984987018996726,5.304295490067899,1.3859828258156777
99,-1.2400000000000002,-0.9792804499070212,0.5968289417362053,5.284944245276019,1.4322901292443275
