episode,cumulative_reward,average_cumulative_reward,mean_waiting_time,mean_speed,mean_lane_density
0,-70.75,-70.54415493773837,18.706105021931453,2.007535797078356,6.4429753434307875
1,-73.4,-72.95053691813801,18.737321184925825,1.951038370784534,6.605764705882355
2,-76.92,-74.70730445677236,18.495329638657246,1.97803230358717,6.499543148996127
3,-71.17,-70.82286317918418,18.719733634706785,1.9967382321057658,6.492769284959493
4,-71.86,-74.68978435261101,18.440421873930152,1.9663013250338903,6.521567805565341
5,-71.79,-72.22568552449526,18.777408608816568,2.0030158693161852,6.474184219795704
6,-71.72,-71.80488869149977,18.48112022626264,1.9842757905984167,6.471707643536458
7,-73.66,-72.00385295388966,18.710427109618866,1.961685952264905,6.581131736526948
8,-70.55,-71.13048231598539,18.798405928032487,1.98374096289401,6.521798168369145
9,-72.29,-71.71772309355818,18.988701998375117,1.946150580632769,6.58204121169426
10,-71.07,-70.75397577380804,18.76494701309272,1.9880405815698863,6.516085241282142
11,-73.1,-72.36099057016281,18.462113056817707,1.9804871871801486,6.499998943289893
12,-71.66,-71.4611421289887,18.346846025396466,1.9896628032188732,6.491148291651991
13,-71.97,-72.2146575250374,18.445552549536405,1.9873743967973436,6.496988728425503
14,-72.29,-71.38262373066047,18.928302865931386,1.9784862527015057,6.515123635082777
15,-71.69,-72.01810776219081,18.818901333679424,1.997266824979599,6.477863332159212
16,-71.89,-71.3666103730174,18.684314616439842,1.968292032030832,6.546237055301164
17,-71.56,-71.34053638093347,18.562991912025872,1.975192442863363,6.504311025008807
18,-75.03,-74.05718473485953,18.82315948584427,1.9941772990964288,6.473012328284608
19,-73.53,-72.12967533061378,18.722461242137516,1.9690874954073116,6.551925678055655
20,-71.95,-71.24665505606565,18.82585222177217,1.9918486390801293,6.455834800986264
21,-72.63,-71.30532210993472,18.970550185402324,1.993193059877039,6.469252905952802
22,-76.12,-73.85386479456109,18.474853674233458,2.0018231489286236,6.460348009862629
23,-73.14,-71.46124762691841,18.56699492771135,1.973013947177819,6.503460373370906
24,-71.44,-72.42964323287651,18.741908528136257,1.9843675785269983,6.493863684395916
25,-69.97,-72.79257257891581,18.447523185699925,1.9867505997038788,6.494316308559354
26,-72.97,-72.43206532620232,18.768649440031165,1.974507546541417,6.530299401197606
27,-70.88,-72.05040966352598,18.24109696724043,1.9816102279386527,6.521247974638958
28,-74.27,-73.22550864925775,18.351329832499722,1.9093636952884363,6.6690683339203956
29,-71.75,-71.37757128635654,18.50773422031863,1.9656551560792348,6.528509686509335
30,-73.33,-71.42624088023219,18.733231460831163,1.9770146874419352,6.517655864741108
31,-71.56,-71.76535854358818,18.35791742065754,1.9919826528644742,6.492349771046144
32,-72.88,-71.78856922209759,18.7434731442822,1.9771570022627187,6.5344860866502295
33,-74.16,-71.87689775263107,18.67618500888442,1.9609759639361193,6.511994011976048
34,-71.05,-71.89744767007603,18.52617420517285,1.9821251682389236,6.507894681225785
35,-71.65,-71.31354791443866,18.770303498696464,1.9809512994448772,6.49445720324058
36,-71.42,-70.41832236925623,18.706567542993355,1.9890763504460822,6.459077492074675
37,-73.58,-71.84868772459538,18.72166445029479,1.9768028600223781,6.479373723141952
38,-72.48,-72.59869546971174,18.514688526267246,1.9792450321415176,6.495022190912294
39,-71.71,-71.17394288210815,18.57019989446631,1.9583128923098545,6.584000704473408
40,-72.62,-72.15979749425667,18.669301515030643,1.98948522122198,6.482991194082425
41,-67.76,-71.06982071219852,18.33088503984075,1.9950304869023554,6.453009510390984
42,-72.72,-71.94965615521924,18.383755644401152,1.973196538350694,6.499583303980277
43,-70.36,-71.55724027543812,18.53609287597162,1.9955248708119755,6.448784783374429
44,-72.83,-71.77475524304651,18.475344118345053,1.9516914634061222,6.544932370553013
45,-70.56,-71.13960628323858,18.61351891423683,1.975559589947741,6.500907009510392
46,-69.68,-73.10660019186992,18.722780139840506,1.9615631455314222,6.547970412116944
47,-68.51,-71.41685007098094,18.324959575512782,1.9737113221796423,6.474178231771751
48,-70.49,-71.61828379537617,18.644813859853578,1.9807605577132787,6.499225783726665
49,-70.86,-72.77226251471265,18.626946893621238,1.9784872406143175,6.529210637548434
50,-75.23,-72.6419841259757,18.800022400229217,1.9769838063936658,6.520858400845369
51,-71.52,-71.81264965989676,18.688068330051124,1.9893893659017075,6.495811905600565
52,-71.51,-71.75691273589031,18.63669888455861,1.949226337610064,6.577030292356465
53,-70.88,-70.94067497354162,18.755230385225623,1.9923205870123202,6.513938358576965
54,-73.38,-73.19864487088778,18.657060417448974,1.975473296491778,6.502491370200776
55,-73.62,-72.36793324473187,18.824018662314884,1.9780705874921471,6.518424092990492
56,-71.49,-71.73654434942189,18.576187905184256,1.9976498243183607,6.452539978865799
57,-74.8,-74.28564698865904,18.617737924492943,1.983449695878324,6.5161215216625585
58,-74.01,-72.64738786504017,18.549081156255404,1.9823356693618122,6.5104924269108855
59,-73.16,-71.53000485634851,18.63757256298668,1.9857558113007192,6.5093571680169084
60,-71.41,-72.6236619845085,18.626730377512235,1.9548694119555199,6.546681930257134
61,-74.58,-72.69097115515687,18.438508204331374,1.967916630583215,6.5685847129270885
62,-71.22,-71.41328321584183,18.694843042311213,1.96906498318175,6.52722050017612
63,-73.48,-72.9277615030212,18.609476894723898,1.9949016978708103,6.49704931313843
64,-71.45,-72.43853136620416,18.752918853807824,1.9997842223725382,6.4826389573793595
65,-72.16,-71.74835504740545,18.446942079994706,1.9710667245088336,6.532305741458261
66,-72.61,-70.90002076451421,18.897994207046874,1.9599556335621595,6.573813314547377
67,-72.69,-71.88267560485379,18.52431531401923,1.987951986699953,6.484963015146179
68,-69.36,-72.7491390263603,18.81747281234737,2.0063061956700436,6.457543853469533
69,-71.78,-72.8100854142149,18.530692358213617,1.964972122428674,6.507806974286721
70,-71.41,-71.34405652324124,18.279345530312042,1.9718022773048265,6.519974991194084
71,-71.23,-72.52252067841282,18.71230485857188,1.9453141877642377,6.5947594223318085
72,-72.25,-72.34428724209356,18.59015740919677,1.9890733138500583,6.486291299753436
73,-72.15,-72.22224642504219,18.487378934561693,2.0065579281269144,6.441202183867559
74,-72.29,-73.85687245448466,18.731828527873777,1.976878874527754,6.496008453680876
75,-71.42,-70.79780068101307,18.869758199680863,1.9700763387909543,6.540711518140191
76,-73.99,-71.97911771552744,18.66225335214952,1.9575202549639443,6.556292004226841
77,-72.56,-72.59969171470674,18.687477994374312,1.976749533259511,6.536774920746742
78,-72.35,-72.54998557028034,18.585448083668293,1.9602734722665607,6.542103205353999
79,-74.2,-72.00725900553928,18.736782254106576,1.960906697447941,6.559482212046496
80,-73.61,-73.41468953201816,18.246453873783395,1.9722288127930987,6.496901373723143
81,-73.94,-72.29476167738297,18.69767626615278,1.9762623329383027,6.498758013384996
82,-71.93,-71.87339098211152,18.64588814401823,1.9952345482410854,6.448771750616415
83,-72.97,-71.46335313957113,18.80915730446896,1.972176071270645,6.544636843959142
84,-69.8,-71.10169304774169,18.536292975949586,1.9669462987371742,6.503460373370906
85,-71.76,-70.88991615117754,18.782935000405697,1.9770451810453002,6.521728073265236
86,-73.81,-73.36962414334968,18.37762793845894,1.9889843315715185,6.426543853469532
87,-73.4,-72.50854984687169,18.646078545845384,1.9666861093732915,6.549335681578022
88,-71.49,-71.74540021915291,18.28515666055113,1.9891209710841968,6.494690031701304
