episode,cumulative_reward,average_cumulative_reward,mean_lane_density,mean_queue_length,avg_travel_time,avg_time_loss,avg_waiting_time,collisions,emergency_stops,emergency_braking
72,-59190.0,-57977.28178266092,3.4139570271222266,43.018,144.5176862255514,122.83,87.67,0.0,0.0,0.0
73,-57562.0,-56333.88223967825,3.3221507573089117,41.733,143.74,122.08,86.83,0.0,0.0,0.0
74,-57570.0,-56477.404255058325,3.3270401549841493,41.685,142.6784214945424,120.93,85.86,0.0,0.0,0.0
75,-60126.0,-58899.721376701375,3.4627548432546678,43.797,147.14219991635298,125.45,89.81,0.0,0.0,0.0
76,-56621.0,-55395.83023941846,3.2779612539626632,40.807,139.3892365456821,117.7,83.26,0.0,0.0,0.0
77,-59597.0,-58369.480123053116,3.439538217682282,43.206,143.8039457459926,122.18,86.97,0.0,0.0,0.0
78,-57836.0,-56640.84117887882,3.3327449806269813,42.132,145.9073275862069,124.27,88.95,0.0,0.0,0.0
79,-58867.0,-57658.491398127175,3.3954927791475873,42.806,144.40736093684652,122.73,87.65,0.0,0.0,0.0
80,-60893.0,-59677.32652255948,3.5036699542092284,44.227,148.33847436431847,126.66,90.39,0.0,0.0,0.0
81,-57244.0,-56024.774624786754,3.3058686157097568,41.516,142.51844001695633,120.87,86.07,0.0,0.0,0.0
82,-59071.0,-57867.27206817941,3.4074438182458615,42.886,144.54211843202668,122.87,87.59,0.0,0.0,0.0
83,-58470.0,-57243.614944753725,3.3691835153222964,42.42,146.24850299401197,124.57,88.7,0.0,0.0,0.0
84,-57252.0,-56019.74851224248,3.3127784431137726,41.463,139.69768403639372,118.01,83.91,0.0,0.0,0.0
85,-58474.0,-57391.93750178941,3.3698277562522017,42.416,145.02488401518346,123.35,87.92,0.0,0.0,0.0
86,-60507.0,-59235.88084172647,3.480101444170483,44.041,147.9329140461216,126.34,90.33,0.0,0.0,0.0
87,-59776.0,-58568.51236306976,3.4360933427263127,43.63,149.5836192109777,127.9,91.75,0.0,0.0,0.0
88,-59594.0,-58515.65534418251,3.4365494892567807,43.335,145.5114060555786,123.79,88.4,0.0,0.0,0.0
89,-59124.0,-57919.8680312616,3.4104980626981334,43.037,145.04425887265137,123.33,88.21,0.0,0.0,0.0
90,-59249.0,-57969.20491569291,3.416795702712223,43.002,144.36079900124844,122.7,87.46,0.0,0.0,0.0
91,-58544.0,-57313.99787890507,3.375406481155337,42.468,144.79054054054055,123.16,87.82,0.0,0.0,0.0
92,-60205.0,-58930.73965784834,3.4673244100035223,43.73,146.12349772067967,124.46,89.0,0.0,0.0,0.0
93,-59957.0,-58694.137969777905,3.4519982388164854,43.87,148.31543340380549,126.64,90.98,0.0,0.0,0.0
94,-57185.0,-55977.185151742175,3.306992250792533,41.692,142.26807610993657,120.51,86.12,0.0,0.0,0.0
95,-59118.0,-57875.52381581147,3.4112493835857696,42.799,143.91500829187396,122.19,87.02,0.0,0.0,0.0
96,-58037.0,-56828.063275791,3.350928143712575,42.046,142.50292397660817,120.8,86.02,0.0,0.0,0.0
97,-57735.0,-56532.92245144591,3.331783726664318,42.037,143.80152671755727,122.14,87.36,0.0,0.0,0.0
98,-58094.0,-56852.13109793284,3.3553585769637198,42.16,142.99874213836478,121.26,86.39,0.0,0.0,0.0
99,-56565.0,-55335.596399106165,3.2730475519549147,41.198,140.69110830172778,118.96,85.13,0.0,0.0,0.0
