episode,cumulative_reward,average_cumulative_reward,mean_waiting_time,mean_speed,mean_lane_density
0,-89.35,-91.92185879178017,16.42025143949219,1.913034495591754,6.52747340612892
1,-87.27,-92.88245181000966,15.824139100169775,1.9393378431169213,6.385242338851709
2,-81.75,-88.64182927944653,15.800416579497403,1.9096177946272628,6.456126100739698
3,-111.57,-104.46235828164386,16.017969640772908,1.873871855036798,6.565717858400846
4,-85.48,-89.11835702911216,16.001848861648682,1.8958400971365446,6.517010214864389
5,-100.64,-101.30042585152668,16.54137602676777,1.8854546312410974,6.609588587530821
6,-94.03,-95.88495074882509,16.690549529533833,1.8968327603637123,6.594617823177176
7,-89.31,-89.31644716416251,16.23823281850598,1.9082971441599914,6.4644156393096175
8,-88.44,-88.619016621074,16.580747264843477,1.8905642493055548,6.597607608312787
9,-85.51,-88.7736832638688,16.107433187571264,1.8800809219548233,6.546191969003172
10,-90.59,-94.82336370025791,16.47449875581567,1.9065365367545342,6.567179992955266
11,-99.06,-92.9681615341786,15.866449978872723,1.9098528714655252,6.462894328989082
12,-91.71,-91.96597999038855,16.29426635731374,1.9066824072773143,6.516877069390632
13,-90.77,-91.41992223797935,15.944910116969659,1.8947641936177853,6.518447340612893
14,-88.82,-91.39812518390386,16.040066608459792,1.89635730677186,6.519071856287426
15,-91.24,-89.77830634744151,16.230541086056448,1.9042452998469155,6.513830574145827
16,-93.8,-96.77201195867468,16.261378265676672,1.9141154307596002,6.506245861218741
17,-91.05,-90.03421297068546,16.381395022798102,1.9070131938126802,6.550463543501234
18,-91.68,-91.511003854056,16.193262250896513,1.899986032057328,6.541505107432196
19,-94.99,-97.58490203047579,16.236438462536558,1.8874013283184687,6.60796653751321
20,-98.45,-95.65091421611783,16.382608968996966,1.903268014494944,6.51022754491018
21,-95.61,-95.04175608091074,16.19827882187099,1.904874851161711,6.485003522367031
22,-93.24,-92.35852689212929,16.157380622673102,1.902599138582256,6.477351532229659
23,-88.84,-90.74829476908664,16.321351171938705,1.914198636160891,6.536338499471646
24,-92.45,-89.94341181773181,16.036412702698335,1.8961282120250988,6.511600563578726
25,-92.98,-89.36334079716623,16.091680504244124,1.9005090613252051,6.523990841845721
26,-88.88,-90.61843531088401,15.942615701512219,1.9203732116101246,6.455504050722086
27,-91.59,-96.92993547353527,16.1734766189641,1.904445026601445,6.518154279675943
28,-86.7,-91.84036926693186,15.689136790308043,1.8687758388274098,6.5449144064811575
29,-92.86,-96.82684902905588,16.05209032332553,1.8952656201140434,6.549152166255725
30,-92.39,-87.24345319359948,16.142643283074154,1.9084332417437204,6.490103909827405
31,-91.43,-90.87544099144938,16.242753881914854,1.9245359685368324,6.5079080662205016
32,-85.12,-89.35144953152218,16.218749754139886,1.9204098645807952,6.473623106727723
33,-92.19,-92.89275197472995,16.190575975621314,1.9087322067235128,6.454400140894682
34,-95.36,-99.76814292279786,16.447471190766517,1.9180278473739332,6.4940003522367045
35,-92.49,-94.59698541007047,16.4526691956376,1.9068666634769929,6.585566748855232
36,-88.64,-94.23542814849971,16.524090489530646,1.8975782002251484,6.582570271222263
37,-87.38,-88.63415085478721,16.052203567930615,1.9023075696399245,6.512225431489962
38,-96.38,-98.49332815224783,16.433657082710546,1.89637323600971,6.574612891863333
39,-90.45,-93.14644607998108,16.035409493758312,1.9043312273849413,6.520091581542798
40,-88.51,-90.8191933305406,15.899293296990805,1.9203715184498715,6.447644240929906
41,-89.82,-90.08043841849577,16.078627541473278,1.9323458508346185,6.439182458612188
42,-84.17,-87.54481963721034,16.303919894227477,1.881574278941413,6.569493131384291
43,-98.04,-98.92675972431444,16.117502997436326,1.9000738591774662,6.495918985558295
44,-90.53,-89.93896184838898,15.832684142583618,1.916169315052588,6.453297640014091
