episode,cumulative_reward,average_cumulative_reward,mean_lane_density,mean_queue_length,avg_travel_time,avg_time_loss,avg_waiting_time,collisions,emergency_stops,emergency_braking
41,-5594.0,-5566.693097850143,0.9232341040156289,3.4972222222222222,42.34667333666833,19.55,6.73,0.0,0.0,0.0
42,-5776.0,-5748.22232814014,0.9755095580542814,3.6222222222222222,44.27063531765883,21.43,7.94,0.0,0.0,0.0
43,-5732.0,-5705.308164422454,0.9607495640817241,3.6069444444444443,43.07003501750876,20.32,7.1,0.0,0.0,0.0
44,-5677.0,-5642.741374928181,0.9399882919911112,3.5194444444444444,42.47223611805903,19.72,6.75,0.0,0.0,1.0
45,-5683.0,-5649.578568709724,0.9181334777275812,3.498611111111111,42.903,20.13,7.05,0.0,0.0,0.0
46,-5592.0,-5563.893308202237,0.9479757128739995,3.495833333333333,42.5527763881941,19.69,6.72,0.0,0.0,0.0
47,-5428.0,-5396.092935780697,0.9126402163130877,3.2680555555555557,42.064532266133064,19.27,6.56,0.0,0.0,0.0
48,-5520.0,-5495.710502251956,0.9234903967008155,3.3305555555555557,42.941970985492745,20.23,7.03,0.0,0.0,1.0
49,-5768.0,-5737.135126098691,0.9609371919627906,3.647222222222222,43.712356178089045,20.84,7.8,0.0,0.0,0.0
50,-5791.0,-5769.443056818699,0.9715526778840362,3.640277777777778,43.997498749374685,21.15,7.83,0.0,0.0,0.0
51,-5480.0,-5454.464658877077,0.9047889278406827,3.2805555555555554,42.1975987993997,19.25,6.37,0.0,0.0,0.0
52,-5520.0,-5487.452925729508,0.9328416334770417,3.3805555555555555,42.529529529529526,19.69,6.76,0.0,0.0,1.0
53,-5650.0,-5617.932890176889,0.9468196877756961,3.501388888888889,42.57828914457229,19.8,6.76,0.0,0.0,1.0
54,-5253.0,-5216.945724316379,0.8819934659205774,3.120833333333333,41.51775887943972,18.67,5.97,0.0,0.0,0.0
55,-5559.0,-5530.617857164439,0.9296724954593742,3.35,42.28664332166083,19.55,6.45,0.0,0.0,1.0
56,-5935.0,-5900.686235750837,0.9794291783703967,3.7666666666666666,43.60680340170085,20.72,7.43,0.0,0.0,0.0
57,-5553.0,-5523.006264137025,0.9096417719772512,3.338888888888889,42.27813906953477,19.43,6.43,0.0,0.0,0.0
58,-5326.0,-5283.152574124504,0.8932344530007311,3.1375,41.96743486973948,19.07,6.24,0.0,0.0,2.0
59,-5989.0,-5955.040142213482,0.9766516935979671,3.783333333333333,43.993993993993996,21.21,7.88,0.0,0.0,0.0
60,-5459.0,-5425.105695077624,0.9239951855638913,3.272222222222222,42.084042021010504,19.41,6.47,0.0,0.0,0.0
61,-5546.0,-5513.928221557188,0.9209298456205153,3.4055555555555554,42.76938469234617,19.97,7.18,0.0,0.0,0.0
62,-5183.0,-5145.695645625995,0.8832870202246621,3.1375,41.493246623311656,18.68,6.1,0.0,0.0,1.0
63,-5842.0,-5810.327216408262,0.9679048972314074,3.661111111111111,43.55127563781891,20.57,7.3,0.0,0.0,0.0
64,-5383.0,-5353.840306978297,0.9053290493936068,3.225,41.72186093046523,18.91,6.25,0.0,0.0,0.0
65,-5565.0,-5535.348892191106,0.916189446580726,3.4097222222222223,42.73936968484242,19.95,6.82,0.0,0.0,0.0
