episode,cumulative_reward,average_cumulative_reward,mean_lane_density,mean_queue_length,avg_travel_time,avg_time_loss,avg_waiting_time,collisions,emergency_stops,emergency_braking
38,-6369.0,-6312.575570194488,0.9723423000977726,4.169444444444444,44.517275913870805,21.64,8.09,0.0,0.0,0.0
39,-6688.0,-6640.773078342998,1.0152431662538237,4.536111111111111,45.871371371371374,23.0,9.23,0.0,0.0,0.0
40,-6421.0,-6375.9421344574275,0.9981015366784798,4.352777777777778,45.151651651651655,22.42,8.89,0.0,0.0,1.0
41,-6689.0,-6615.022631953828,1.0293871694911383,4.526388888888889,45.95393089634452,23.09,9.12,0.0,0.0,0.0
42,-6344.0,-6296.547000582806,0.9879303898563166,4.134722222222222,44.693693693693696,21.87,8.15,0.0,0.0,1.0
43,-6655.0,-6602.683470761781,1.0073378184940505,4.491666666666666,45.5527763881941,22.67,8.76,0.0,0.0,0.0
44,-6605.0,-6549.732931625409,1.0020054728678867,4.347222222222222,45.554054054054056,22.8,8.82,0.0,0.0,0.0
45,-6242.0,-6187.647284883646,0.969590725539063,4.163888888888889,44.570070070070074,21.7,8.25,0.0,0.0,0.0
46,-6555.0,-6499.149482817288,0.9960365351604411,4.395833333333333,45.678339169584795,22.92,8.72,0.0,0.0,2.0
47,-6706.0,-6650.379461503262,1.0318214143848423,4.544444444444444,46.3988988988989,23.67,9.36,0.0,0.0,0.0
48,-6631.0,-6568.414909534512,1.0381790559042485,4.573611111111111,46.71585792896448,23.88,10.13,0.0,0.0,1.0
49,-6611.0,-6558.24231814719,1.0031740876983999,4.455555555555556,45.508008008008005,22.74,8.71,0.0,0.0,0.0
50,-6476.0,-6415.386475314671,0.9837535925126635,4.373611111111111,45.14621932899349,22.4,8.8,0.0,0.0,1.0
51,-6658.0,-6605.836321532222,1.0003650566245401,4.329166666666667,45.57757757757758,22.77,8.52,0.0,0.0,0.0
52,-6527.0,-6466.102054540071,0.97300014224096,4.294444444444444,44.93593593593594,22.1,8.09,0.0,0.0,0.0
53,-6335.0,-6297.548913023247,0.9991571480305361,4.090277777777778,45.3018018018018,22.49,8.58,0.0,0.0,0.0
54,-6429.0,-6390.047600863578,0.9718353709102435,4.231944444444444,44.92096048024012,22.05,8.39,0.0,0.0,1.0
55,-6407.0,-6357.677871573632,0.9890466780658732,4.213888888888889,45.07707707707708,22.26,8.37,0.0,0.0,0.0
