step,option,action,obs,termination_prob,should_terminate,greedy_option,cumulative_reward,average_cumulative_reward,waiting_time,speed,lane_density
320.0,0,3,"0.0, 0.0, 0.0, 1.0, 1.0, 0.9510391, 0.79253256, 0.8453681, 0.5811906, 0.8982036, 0.9510391, 0.8453681, 0.5811906, 0.8982036, 0.7396971, 0.52835506, 0.10567101, 0.8453681, 0.9510391, 0.47551954, 0.10567101",,True,0,-56.45,-41.92383730933291,16.917910447761194,2.0817853233931283,6.4459316660796055
325.0,0,0,"1.0, 0.0, 0.0, 0.0, 0.0, 0.8982036, 0.8453681, 0.9510391, 0.52835506, 0.9510391, 1.0, 0.9510391, 0.5811906, 0.79253256, 0.79253256, 0.63402605, 0.0, 0.79253256, 0.9510391, 0.63402605, 0.10567101",,True,0,-57.8,-42.71764544386626,16.553956834532375,1.811789428207805,6.706234589644241
330.0,0,0,"1.0, 0.0, 0.0, 0.0, 1.0, 0.79253256, 0.8453681, 1.0, 0.63402605, 0.8453681, 1.0, 1.0, 0.6868616, 0.52835506, 0.8453681, 0.8453681, 0.15850651, 0.5811906, 1.0, 0.8453681, 0.21134202",,True,0,-58.15,-43.489263171672945,15.842857142857143,1.7987048557883238,6.804156393096161
335.0,0,0,"1.0, 0.0, 0.0, 0.0, 1.0, 0.6868616, 0.8453681, 1.0, 0.7396971, 0.6868616, 1.0, 1.0, 0.79253256, 0.31701303, 0.8453681, 1.0, 0.31701303, 0.36984855, 1.0, 1.0, 0.42268404",,True,0,-57.13,-44.171300013089294,16.364285714285714,1.853117959632029,6.751320887636492
340.0,0,0,"1.0, 0.0, 0.0, 0.0, 1.0, 0.5811906, 0.8453681, 1.0, 0.8982036, 0.5811906, 1.0, 1.0, 0.8453681, 0.10567101, 0.8453681, 1.0, 0.47551954, 0.10567101, 1.0, 1.0, 0.5811906",,True,0,-58.89,-44.907235012434825,17.314285714285713,2.0513394584623823,6.751320887636492
345.0,0,1,"0.0, 1.0, 0.0, 0.0, 0.0, 0.52835506, 0.79253256, 1.0, 0.9510391, 0.52835506, 0.9510391, 1.0, 0.9510391, 0.0, 0.6868616, 1.0, 0.6868616, 0.052835505, 0.8453681, 1.0, 0.79253256",,True,0,-59.3,-45.62687326181309,18.306569343065693,1.7972074328880479,6.702359985910531
350.0,0,2,"0.0, 1.0, 0.0, 0.0, 1.0, 0.63402605, 0.7396971, 1.0, 1.0, 0.63402605, 0.79253256, 1.0, 1.0, 0.15850651, 0.42268404, 1.0, 0.8453681, 0.21134202, 0.5811906, 1.0, 0.8982036",,True,0,-57.06,-46.19852959872243,17.58273381294964,1.8427789467565725,6.800281789362452
355.0,0,1,"0.0, 1.0, 0.0, 0.0, 1.0, 0.63402605, 0.63402605, 1.0, 1.0, 0.7396971, 0.6868616, 1.0, 1.0, 0.31701303, 0.21134202, 1.0, 1.0, 0.36984855, 0.36984855, 1.0, 1.0",,True,0,-56.41,-46.70910311878631,17.81294964028777,1.9544805391630546,6.6946107784431135
360.0,0,1,"0.0, 1.0, 0.0, 0.0, 1.0, 0.6868616, 0.52835506, 1.0, 1.0, 0.8453681, 0.5811906, 1.0, 1.0, 0.47551954, 0.15850651, 1.0, 1.0, 0.47551954, 0.10567101, 1.0, 1.0",,True,0,-57.32,-47.239647962846995,18.755395683453237,2.0610803286305384,6.641775272983445
365.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.7396971, 0.52835506, 0.9510391, 1.0, 0.8453681, 0.52835506, 0.9510391, 1.0, 0.6868616, 0.0, 0.8453681, 1.0, 0.7396971, 0.052835505, 0.8453681, 1.0",,True,0,-59.0,-47.827665564704645,19.813432835820894,1.7530332725726927,6.543853469531525
