step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.28207434405091,0,0.0,0.9835028747527915,0,0.0
10.0,0,0.0,0.0,13.213750827114449,0,0.0,0.9539122918587574,0,0.0
15.0,1,1.0,0.08333333333333333,10.632120181568425,1,1.0,0.737502022275457,1,1.0
20.0,2,9.0,0.5625,10.548256936145524,2,9.0,0.6798888704831578,2,9.0
25.0,3,24.0,1.2,10.031820194948967,3,24.0,0.6311799881049933,3,24.0
30.0,0,0.0,0.0,9.468062263205804,0,10.0,0.6709371617052554,0,10.0
35.0,1,2.0,0.09523809523809523,10.375131978476954,1,2.0,0.6652157675201528,1,2.0
40.0,0,0.0,0.0,9.921222951463756,0,3.0,0.6634234029425712,0,3.0
45.0,2,6.0,0.2857142857142857,10.638912696972927,2,6.0,0.6636834370132622,2,6.0
50.0,2,16.0,0.7619047619047619,11.308371398758743,2,16.0,0.7388171941676729,2,16.0
55.0,2,26.0,1.368421052631579,10.811478976288408,2,26.0,0.661136412604213,2,26.0
60.0,2,36.0,1.894736842105263,11.446990281055653,2,36.0,0.755556781102355,2,36.0
65.0,2,46.0,2.5555555555555554,10.790063436658889,2,46.0,0.7025779667198503,2,46.0
70.0,3,61.0,3.388888888888889,9.708060417910916,3,61.0,0.5740557526209221,3,61.0
75.0,5,83.0,4.882352941176471,8.805878224221134,5,83.0,0.48238488399449686,5,83.0
80.0,6,111.0,7.4,8.127239189181248,6,111.0,0.3211579622324837,6,111.0
85.0,0,0.0,0.0,9.654224507033977,0,49.0,0.6555125663156481,0,49.0
90.0,0,0.0,0.0,10.646958271642774,0,0.0,0.7147511505489049,0,0.0
95.0,0,0.0,0.0,9.587140581462934,0,0.0,0.6375795204620138,0,0.0
100.0,1,4.0,0.25,11.206207692218012,1,4.0,0.7120070060434046,1,4.0
105.0,1,9.0,0.5294117647058824,12.346864497595082,1,9.0,0.8410420212490576,1,9.0
110.0,0,0.0,0.0,11.841692154559649,0,0.0,0.8852237286467396,0,0.0
115.0,1,5.0,0.29411764705882354,10.555998207230417,1,5.0,0.7345079297692274,1,5.0
120.0,0,0.0,0.0,10.37711686305608,0,0.0,0.746777551057359,0,0.0
125.0,0,0.0,0.0,10.833128450327411,0,0.0,0.7416299336682008,0,0.0
130.0,3,10.0,0.45454545454545453,10.284865193367509,3,10.0,0.6097368168658563,3,10.0
135.0,4,30.0,1.4285714285714286,9.302797661492502,4,30.0,0.5706113659641315,4,30.0
140.0,5,54.0,2.7,8.981845464909522,5,54.0,0.5041260330928526,5,54.0
145.0,6,84.0,4.2,8.921807642252919,6,84.0,0.553507993050033,6,84.0
150.0,0,0.0,0.0,9.202746609324437,0,59.0,0.625735582429866,0,59.0
155.0,2,5.0,0.20833333333333334,10.128457596729193,2,5.0,0.6450565365528808,2,5.0
160.0,3,4.0,0.17391304347826086,7.319064339828857,3,7.0,0.4028538741898401,3,7.0
165.0,3,19.0,0.76,9.884823162748917,3,19.0,0.6027634190697885,3,19.0
170.0,3,34.0,1.4166666666666667,10.626013664521706,3,34.0,0.6153721616507256,3,34.0
175.0,1,2.0,0.07692307692307693,8.776861273551846,1,21.0,0.5211386631424995,1,21.0
180.0,3,11.0,0.5,9.894697402887374,3,11.0,0.599479368064225,3,11.0
185.0,0,0.0,0.0,9.177190682920108,0,7.0,0.6022708046469367,0,7.0
190.0,1,3.0,0.11538461538461539,10.47875539465798,1,3.0,0.6961720153012614,1,3.0
195.0,2,9.0,0.32142857142857145,10.994805341382232,2,9.0,0.7308959420760817,2,9.0
200.0,1,1.0,0.038461538461538464,8.738550877759975,1,1.0,0.5387168350876671,1,1.0
205.0,6,23.0,0.92,7.560469554873691,6,23.0,0.37709809057927346,6,23.0
210.0,6,16.0,0.6666666666666666,6.206748892674811,6,42.0,0.31793574881566805,6,42.0
215.0,3,12.0,0.5217391304347826,8.018552913882655,3,33.0,0.5297398480782609,3,33.0
220.0,3,27.0,1.0384615384615385,10.115709062417276,3,29.0,0.6627825577219103,3,29.0
225.0,6,46.0,1.7692307692307692,8.220035990041827,6,46.0,0.38102104829528494,6,46.0
230.0,2,5.0,0.21739130434782608,8.07932775974073,2,34.0,0.49278897167371777,2,34.0
235.0,2,6.0,0.2608695652173913,10.214649056112314,2,9.0,0.6669000211439876,2,9.0
240.0,0,0.0,0.0,9.563655124679649,0,1.0,0.5573748510174237,0,1.0
245.0,1,5.0,0.23809523809523808,10.714188857444913,1,5.0,0.7151754690226813,1,5.0
250.0,0,0.0,0.0,10.162187022524039,0,3.0,0.7365992940663498,0,3.0
255.0,1,3.0,0.15789473684210525,10.733714614975632,1,3.0,0.6780523950258384,1,3.0
260.0,5,16.0,0.8,9.284545702377281,5,16.0,0.529903365638512,5,16.0
265.0,1,2.0,0.1,7.968712463733892,1,20.0,0.560559137729955,1,20.0
270.0,1,3.0,0.14285714285714285,8.867881339532552,1,5.0,0.5517571557816123,1,5.0
275.0,3,15.0,0.5769230769230769,10.870999233748709,3,15.0,0.6459796463535519,3,15.0
280.0,5,36.0,1.565217391304348,10.260311857248437,5,36.0,0.5500704991758831,5,36.0
285.0,5,61.0,3.05,9.180795752445109,5,61.0,0.4357849098378132,5,61.0
290.0,1,1.0,0.05555555555555555,8.487314986202717,1,44.0,0.5360121266881944,1,44.0
295.0,1,3.0,0.13636363636363635,11.232250648607158,1,4.0,0.7733425942959634,1,4.0
300.0,0,0.0,0.0,10.728577527847976,0,1.0,0.7451736484216865,0,1.0
305.0,1,1.0,0.043478260869565216,10.53459253546655,1,1.0,0.6798249461629118,1,1.0
310.0,3,14.0,0.56,11.065891972112839,3,14.0,0.7355931506536455,3,14.0
315.0,3,29.0,1.2608695652173914,11.001680352279248,3,29.0,0.6988579025062582,3,29.0
320.0,2,3.0,0.14285714285714285,7.8796421847925595,2,16.0,0.47952589065816803,2,16.0
325.0,4,22.0,1.0,8.645530242357033,4,22.0,0.49535827832401597,4,22.0
330.0,3,6.0,0.25,7.554431448333797,3,27.0,0.4334315954243249,3,27.0
335.0,1,3.0,0.125,8.466289255915177,1,11.0,0.5179039501916037,1,11.0
340.0,5,12.0,0.46153846153846156,7.177427881040571,5,20.0,0.4078119516464573,5,20.0
345.0,10,50.0,1.9230769230769231,5.921555975803448,10,58.0,0.26541673177717906,10,58.0
350.0,9,41.0,1.4642857142857142,5.508410517347152,9,83.0,0.29803926590324215,9,83.0
355.0,2,8.0,0.3076923076923077,6.65368357443972,2,66.0,0.3398069337913123,2,66.0
360.0,2,3.0,0.10344827586206896,9.346787270947614,2,31.0,0.5063026307081258,2,31.0
365.0,4,20.0,0.7142857142857143,10.136377663922522,4,25.0,0.5982390994691914,4,25.0
370.0,0,0.0,0.0,8.09603667906717,0,19.0,0.44962385136428884,0,19.0
375.0,6,19.0,0.8260869565217391,8.148240168946637,6,24.0,0.3679648877970423,6,24.0
380.0,3,10.0,0.47619047619047616,7.586328610183516,3,35.0,0.4415529862151283,3,35.0
385.0,1,2.0,0.09523809523809523,9.894741699617986,1,13.0,0.6055713057488711,1,13.0
390.0,4,10.0,0.43478260869565216,8.50028389903847,4,21.0,0.5051807853501161,4,21.0
395.0,8,43.0,1.8695652173913044,6.649686701310234,8,54.0,0.41698488342510015,8,54.0
400.0,5,25.0,1.0416666666666667,5.364558378297723,5,66.0,0.33327603939513173,5,66.0
405.0,3,9.0,0.34615384615384615,7.362419666429842,3,36.0,0.4317579188938209,3,36.0
410.0,4,22.0,0.7857142857142857,9.143296754764068,4,27.0,0.5025400843032203,4,27.0
415.0,5,45.0,1.6666666666666667,9.146665125010346,5,45.0,0.45720388926092603,5,45.0
420.0,7,76.0,3.04,8.051199444741155,7,76.0,0.3772078338363566,7,76.0
425.0,2,13.0,0.65,7.215930063259734,2,62.0,0.36378352908494715,2,62.0
430.0,3,6.0,0.3157894736842105,9.359278013050655,3,19.0,0.47102831820477686,3,19.0
435.0,1,2.0,0.09090909090909091,10.12834087622789,1,17.0,0.6415727148771674,1,17.0
440.0,1,7.0,0.3333333333333333,11.39700483388561,1,15.0,0.7830334800073412,1,15.0
445.0,2,2.0,0.1,9.125103285732049,2,2.0,0.4797668209026664,2,2.0
450.0,5,22.0,1.1578947368421053,8.332633834699601,5,22.0,0.44918926192341,5,22.0
455.0,2,5.0,0.25,6.852396018458826,2,27.0,0.41043058412354294,2,27.0
460.0,1,2.0,0.10526315789473684,7.570903605878925,1,9.0,0.40237026022978495,1,9.0
