step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.668669999999999,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.770057500947715,0,0.0,0.9631272195837646,0,0.0
15.0,0,0.0,0.0,12.665156396707667,0,0.0,0.9189344673003221,0,0.0
20.0,1,1.0,0.1111111111111111,11.634884315219573,1,1.0,0.8085314386305932,1,1.0
25.0,1,6.0,0.5,12.089444473632012,1,6.0,0.8061455465432331,1,6.0
30.0,2,12.0,0.8571428571428571,10.983935321989108,2,12.0,0.7046377626840987,2,12.0
35.0,2,2.0,0.125,9.874622507444204,2,2.0,0.669881555874418,2,2.0
40.0,4,17.0,1.0,9.738723199871503,4,17.0,0.5569048115758324,4,17.0
45.0,0,0.0,0.0,8.522884090152115,0,13.0,0.49470704326292514,0,13.0
50.0,1,2.0,0.11764705882352941,9.953306105705186,1,2.0,0.6384908574112127,1,2.0
55.0,1,1.0,0.05263157894736842,10.18189225705295,1,1.0,0.695850803992164,1,1.0
60.0,5,16.0,0.8,9.579534706327902,5,16.0,0.5599265387271009,5,16.0
65.0,0,0.0,0.0,9.235177622800045,0,17.0,0.6175097059734592,0,17.0
70.0,2,4.0,0.2,9.937799787555031,2,4.0,0.6484680803949849,2,4.0
75.0,3,17.0,0.7391304347826086,10.071167148847872,3,17.0,0.5595310345388383,3,17.0
80.0,0,0.0,0.0,9.192593901863175,0,13.0,0.5705431807311521,0,13.0
85.0,1,2.0,0.08333333333333333,10.333358780538711,1,2.0,0.696331084327994,1,2.0
90.0,4,13.0,0.5652173913043478,10.608456973943861,4,13.0,0.6538305992895725,4,13.0
95.0,5,35.0,1.4583333333333333,8.68436502728583,5,35.0,0.48496558599997885,5,35.0
100.0,4,10.0,0.45454545454545453,7.166955526276288,4,38.0,0.4941042650432394,4,38.0
105.0,2,4.0,0.16666666666666666,7.429646717363261,2,16.0,0.43544934531128343,2,16.0
110.0,3,4.0,0.15384615384615385,6.592064834672381,3,16.0,0.32339970622257275,3,16.0
115.0,8,35.0,1.2962962962962963,5.431989716623461,8,47.0,0.3137678139843229,8,47.0
120.0,16,99.0,3.413793103448276,4.019636297451244,16,111.0,0.22894103294792334,16,111.0
125.0,20,190.0,6.785714285714286,2.20669908113935,20,202.0,0.130208023201835,20,202.0
130.0,24,304.0,9.806451612903226,2.8311264168106267,24,316.0,0.17510784225774337,24,316.0
135.0,25,426.0,12.529411764705882,2.087972349329698,25,438.0,0.07957716959177656,25,438.0
140.0,24,385.0,9.871794871794872,2.8644059066286323,24,503.0,0.14704333508979062,24,503.0
145.0,19,231.0,5.372093023255814,3.7579943421609046,19,488.0,0.1815521831225538,19,488.0
150.0,15,114.0,2.533333333333333,4.568207964682425,15,537.0,0.2068255061662868,15,537.0
155.0,12,66.0,1.5714285714285714,4.198358655208876,12,604.0,0.17772879468880898,12,604.0
160.0,14,91.0,2.4594594594594597,2.995509751423196,14,666.0,0.11511653973684066,14,666.0
165.0,15,92.0,2.4210526315789473,1.677288512304573,15,665.0,0.05898167398029443,15,665.0
170.0,12,58.0,1.5263157894736843,3.2589567806055335,12,576.0,0.08908627500599504,12,576.0
175.0,10,48.0,1.2,5.537451363140265,10,414.0,0.18542931566910084,10,414.0
180.0,4,30.0,0.8108108108108109,7.189196225034289,4,328.0,0.36404024527658074,4,328.0
185.0,2,24.0,0.75,8.729245773419404,2,198.0,0.4781288188421106,2,198.0
190.0,1,2.0,0.06060606060606061,8.203476289646678,1,161.0,0.5058372852492902,1,161.0
195.0,6,21.0,0.6,6.956300515964818,6,180.0,0.399492703017346,6,180.0
200.0,14,75.0,2.0833333333333335,5.126431871661923,14,234.0,0.2690310518297954,14,234.0
205.0,16,81.0,2.1315789473684212,3.3349273369320187,16,248.0,0.18697442565381045,16,248.0
210.0,12,59.0,1.372093023255814,4.081204490048479,12,208.0,0.207266389470457,12,208.0
215.0,8,30.0,0.6666666666666666,4.004609433066321,8,233.0,0.1771831285059882,8,233.0
220.0,12,51.0,1.1590909090909092,4.306898157330747,12,285.0,0.1377314305026336,12,285.0
225.0,11,41.0,0.9761904761904762,4.3543476239610515,11,290.0,0.16405572693806006,11,290.0
230.0,8,31.0,0.7380952380952381,4.766523819277662,8,238.0,0.2091307945103935,8,238.0
235.0,6,35.0,0.8536585365853658,5.859007435109507,6,175.0,0.2084754683924655,6,175.0
240.0,7,47.0,1.146341463414634,6.860323231693126,7,156.0,0.2978354612195515,7,156.0
245.0,1,1.0,0.027777777777777776,7.251558668102707,1,127.0,0.4294219618808517,1,127.0
250.0,7,25.0,0.6410256410256411,6.735357085271612,7,132.0,0.3564169415606622,7,132.0
255.0,9,26.0,0.6666666666666666,4.752298451560456,9,141.0,0.23169273607724092,9,141.0
260.0,5,17.0,0.425,4.964300213417096,5,116.0,0.22627381555634096,5,116.0
265.0,5,32.0,0.7441860465116279,5.92589031131967,5,77.0,0.23562473216049554,5,77.0
270.0,5,52.0,1.3,6.848910596518058,5,76.0,0.3261401877885871,5,76.0
