episode,cumulative_reward,average_cumulative_reward,mean_waiting_time,mean_speed,mean_lane_density
0,-3.76,-0.188,0.2432017081245968,1.1281848728471326,0.21177960145547986
1,-3.5300000000000007,-0.3551,0.23793882196124583,1.1155247381745033,0.22213974958956242
2,-3.43,-0.508845,0.24540673478733693,1.0866584015793126,0.22622928155064584
3,-3.52,-0.65940275,0.2364937085758961,1.1439335406990412,0.19261433753818274
4,-3.4699999999999993,-0.7999326125,0.24443031630583908,1.0757938252023778,0.25142281869873406
5,-2.98,-0.908935981875,0.23381336742240047,1.1543479703493218,0.19383614833652973
6,-3.2,-1.02348918278125,0.250323567857428,1.0768777575292594,0.23324712028801442
7,-3.75,-1.1598147236421874,0.24087838026931827,1.1084952137425286,0.21867626882344485
8,-3.33,-1.268323987460078,0.23339758099232918,1.1415865948163224,0.2010256466627121
9,-3.81,-1.3954077880870739,0.23681883966295927,1.1393384172802685,0.20898256353363395
10,-3.710000000000001,-1.5111373986827201,0.23868903052937468,1.127083871033157,0.20398424646854402
11,-3.52,-1.611580528748584,0.24204171704802624,1.1117450862996303,0.21536425285860897
12,-3.28,-1.6950015023111547,0.2409060319240829,1.1282114681674809,0.20729626243412494
13,-3.55,-1.7877514271955968,0.24291201691615366,1.1353632886674867,0.20268165487349032
14,-3.07,-1.851863855835817,0.2364168450577627,1.1334103851808874,0.20454971253052354
15,-3.5,-1.934270663044026,0.24000310040842668,1.1090073629949804,0.22360390291959048
16,-3.74,-2.0245571298918246,0.24319476650425148,1.0853341933640832,0.23444873584061862
17,-3.51,-2.098829273397233,0.24137745248012793,1.134541960245082,0.20959851775914431
18,-3.15,-2.1513878097273715,0.23675842378762668,1.1423250199456505,0.20493342186659574
19,-3.25,-2.206318419241003,0.2389912178642734,1.118971803856294,0.21144638039395214
20,-3.98,-2.2950024982789525,0.23701060974576485,1.1151069445699748,0.2208876455888152
21,-3.52,-2.356252373365005,0.2415047537233607,1.108784512224492,0.2165961615704
22,-3.39,-2.407939754696755,0.24442224652991681,1.1147890553237045,0.22361400032565
23,-3.57,-2.4660427669619174,0.2420802930945666,1.1224686502883259,0.21894890447109938
24,-3.420000000000001,-2.5137406286138217,0.2516036454789945,1.077870512077227,0.23749821421429515
25,-3.57,-2.566553597183131,0.23727719203703843,1.1248322042526653,0.21306199800148606
26,-3.3,-2.6032259173239742,0.23695973642595008,1.13222020226001,0.19692601710483432
27,-3.52,-2.6490646214577755,0.2385805199058912,1.1118448862126808,0.2202111058846116
28,-3.47,-2.690111390384887,0.23943207199206323,1.133467043089621,0.20882100166976453
29,-3.54,-2.7326058208656425,0.23737230229393308,1.140237714395872,0.20502430035248398
30,-3.59,-2.7754755298223603,0.24630711323516338,1.071279187113563,0.2455258144043386
31,-3.38,-2.8057017533312423,0.2441707501120284,1.109363181245046,0.21598020710423588
32,-3.35,-2.83291666566468,0.24170162874515913,1.1263676783784586,0.21612157372012736
33,-3.87,-2.884770832381446,0.2419592605520378,1.1297113425339893,0.1954416684217751
34,-3.36,-2.908532290762374,0.24608892332422844,1.0721613628739075,0.25505795848220586
35,-3.19,-2.922605676224255,0.24196231725844564,1.1266682198373223,0.2145564441792667
36,-3.51,-2.951975392413042,0.23194105423222736,1.1543344447501622,0.19159447896629572
37,-3.4,-2.9743766227923896,0.2383625091234031,1.144905442657194,0.19745109278410672
38,-3.57,-3.00415779165277,0.24142928937575933,1.132336154658957,0.20721548178046942
39,-3.46,-3.0269499020701316,0.24123771942690272,1.1287640562203718,0.2167880160920322
40,-3.66,-3.058602406966625,0.24314024297409634,1.1120080534416734,0.2189892947897315
41,-3.87,-3.099172286618294,0.24677863324350147,1.0998091863723283,0.2214834047816694
42,-3.54,-3.121213672287379,0.24464580171925426,1.1067342335563972,0.2264413311496377
43,-3.46,-3.13815298867301,0.23986240124713915,1.1220296590411225,0.22303843657895922
44,-3.64,-3.163245339239359,0.2507476673864328,1.0733444911295937,0.25352312169000507
45,-3.58,-3.184083072277391,0.2398368454129851,1.1214262382679694,0.21087081642225386
46,-3.83,-3.2163789186635214,0.2454110441383099,1.113281575692742,0.22292736299037932
47,-3.56,-3.2335599727303452,0.24187310761263875,1.1292748339663758,0.20743762925416231
48,-3.369999999999999,-3.2403819740938276,0.239087096018679,1.116331859270282,0.214566541711241
49,-3.36,-3.2463628753891363,0.2476898564070288,1.1010274138835574,0.23090447496771813
50,-3.32,-3.2500447316196794,0.2355404635008219,1.121610425150494,0.21273887445777653
51,-3.4,-3.2575424950386953,0.24826505601848772,1.0989850982720457,0.2247348350711167
52,-3.64,-3.2766653702867603,0.23500743742900945,1.134064510573976,0.20582201141938566
53,-3.44,-3.2848321017724222,0.23666369377290924,1.12718629232766,0.20875031836256386
