step,cumulative_reward,average_cumulative_reward,mean_waiting_time,mean_speed,queue_length
25205.0,0.0,0.0,0.0,0.0,0.0
25210.0,0.0,0.0,0.0,5.464131188497412,1.0
25215.0,0.0,0.0,0.0,11.395052273691805,1.0
25220.0,0.0,0.0,0.0,18.28019074459024,2.0193605329841375
25225.0,-0.01,-0.0005,0.14285714285714285,27.078426640547505,0.058081597089767456
25230.0,-0.02,-0.001475,0.30952380952380953,34.06570439170031,1.0580815970897675
25235.0,-0.03,-0.00290125,0.30952380952380953,41.148510568192926,1.0774421319365501
25240.0,-0.010000000000000002,-0.0032561875,0.30952380952380953,51.80776571514851,2.077442130073905
25245.0,-0.010000000000000002,-0.003593378125,0.30952380952380953,62.01838307793654,0.21827261708676815
25250.0,-0.020000000000000004,-0.00441370921875,0.30952380952380953,71.16711712549265,1.3591031040996313
25255.0,-0.020000000000000004,-0.0051930237578125,0.30952380952380953,80.22615363534591,1.339742572978139
25260.0,-0.030000000000000002,-0.006433372569921875,0.5822510822510822,89.06791266062532,2.4612125270068645
25265.0,-0.010000000000000005,-0.006611703941425781,0.6822510822510822,93.95799967312863,0.46121251210570335
25270.0,-0.11000000000000001,-0.011781118744354493,1.5284049284049284,102.34610789555597,1.339742572978139
25275.0,-1.3877787807814457e-17,-0.011192062807136768,1.5284049284049284,110.62482511453364,1.3907972685992718
25280.0,-0.040000000000000015,-0.012632459666779929,1.836097236097236,117.15962472620184,2.570348836481571
25285.0,-1.3877787807814457e-17,-0.012000836683440931,1.836097236097236,124.31469300631667,0.5897093527019024
25290.0,-1.3877787807814457e-17,-0.011400794849268885,1.836097236097236,135.0907293360688,1.4171847067773342
25295.0,-0.010000000000000014,-0.011330755106805441,1.8887288150446044,144.65970373986588,1.6962776184082031
25300.0,-0.12000000000000001,-0.01676421735146517,2.4887288150446043,152.5371391184712,2.737566739320755
25305.0,-0.06000000000000001,-0.018926006483891915,2.5322070759141697,160.66543829633915,0.6865120232105255
